,Drug-Gene,Drug-Gene Cluster,Dependency Path,Dependency path Cluster
1521,(vincristine/bcl-2),9.0,,
1522,(hydrocortisone/enos),21.0,,
1523,(desvenlafaxine/cyp2d6),12.0,,
1524,(ara-c/g-csf),18.0,,
1525,(dextran/srbc),2.0,,
1526,(dexamethasone/p-gp),13.0,,
1527,(atorvastatin/cyp3a4),15.0,,
1528,(estradiol/ugt1a1),14.0,,
1529,(atra/rar-alpha),9.0,,
1530,(spermine/irk1),21.0,,
1531,(pge2/survivin),13.0,,
1532,(hyaluronan/versican),9.0,,
1533,(efavirenz/cyp3a),15.0,,
1534,(paclitaxel/survivin),20.0,,
1535,(propafenone/herg),28.0,,
1536,(ciprofloxacin/parc),10.0,,
1537,(camptothecin/bcrp),17.0,,
1538,(chloramphenicol/ifn-beta),24.0,,
1539,(sulindac/nag-1),10.0,,
1540,(estradiol/lactogen),8.0,,
1541,(lapatinib/erbb2),12.0,,
1542,(fk506/ifn-gamma),11.0,,
1543,(lapatinib/erbb1),23.0,,
1544,(erythromycin/ml-1),24.0,,
1545,(simvastatin/mucin),5.0,,
1546,(amiodarone/cyp3a),12.0,,
1547,(propofol/icam-1),23.0,,
1548,(resveratrol/inos),0.0,,
1549,(cyclosporine/vegf),13.0,,
1550,(cetuximab/larc),2.0,,
1551,(phenylephrine/endothelin-1),24.0,,
1552,(estradiol/beta-galactosidase),0.0,,
1553,(sildenafil/vegf),18.0,,
1554,(estradiol/factor-1),26.0,,
1555,(urokinase/plau),20.0,,
1556,(ritonavir/cyp3a),12.0,,
1557,(fexofenadine/p-gp),15.0,,
1558,(nitroprusside/lhrh),29.0,,
1559,(budesonide/eotaxin),22.0,,
1560,(simvastatin/ctgf),21.0,,
1561,(estradiol/bfgf),5.0,,
1562,(corticosteroids/abpa),17.0,,
1563,(glimepiride/caveolin-1),9.0,,
1564,(estradiol/cgrp),9.0,,
1565,(resveratrol/cyp1b1),22.0,,
1566,(isoniazid/cyp2e1),0.0,,
1567,(fk506/ikappabalpha),9.0,,
1568,(ziprasidone/cyp3a4),6.0,,
1569,(melatonin/aanat),20.0,,
1570,(vemurafenib/braf),17.0,,
1571,(rosiglitazone/apoa5),9.0,,
1572,(aldosterone/adiponectin),21.0,,
1573,(captopril/iddm),2.0,,
1574,(albendazole/cyp3a4),15.0,,
1575,(benzocaine/methemoglobin),18.0,,
1576,(neomycin/reticulum),13.0,,
1577,(clofibrate/inos),3.0,,
1578,(rapamycin/cd25),27.0,,
1579,(indinavir/glut4),12.0,,
1580,(estradiol/cyp19a1),20.0,,
1581,(rosiglitazone/nf-kappab),18.0,,
1582,(doxorubicin/vegf),4.0,,
1583,(dicoumarol/oxidoreductase),23.0,,
1584,(diltiazem/cyp3a),28.0,,
1585,(forskolin/igfbp-1),20.0,,
1586,(forskolin/igfbp-3),4.0,,
1587,(aldosterone/alpha-enac),0.0,,
1588,(aldosterone/vegf),27.0,,
1589,(orlistat/fasn),13.0,,
1590,(promethazine/cyp2d6),17.0,,
1591,(tariquidar/p-gp),28.0,,
1592,(zolpidem/alpha1),0.0,,
1593,(atra/stat3),5.0,,
1594,(carnitine/cpt2),20.0,,
1595,(carnitine/cpt1),20.0,,
1596,(curcumin/reticulum),28.0,,
1597,(midazolam/ml-1),5.0,,
1598,(dexamethasone/15-pgdh),15.0,,
1599,(genistein/osteoprotegerin),3.0,,
1600,(probenecid/mrp1),12.0,,
1601,(pentoxifylline/nf-kappab),23.0,,
1602,(probenecid/mrp2),0.0,,
1603,(sulindac/stat3),21.0,,
1604,(curcumin/gstp1-1),17.0,,
1605,(rapamycin/factor-1),6.0,,
1606,(ctla4ig/ctla-4),27.0,,
1607,(minocycline/mmp-9),1.0,,
1608,(isoproterenol/gastrin),8.0,,
1609,(resveratrol/p66shc),10.0,,
1610,(sunitinib/flt3),28.0,,
1611,(fenofibrate/pparalpha),0.0,,
1612,(minocycline/mmp-2),25.0,,
1613,(estrone/hoat3),26.0,,
1614,(rapamycin/bfgf),25.0,,
1615,(fluorescein/lectin),5.0,,
1616,(laronidase/alpha-l-iduronidase),27.0,,
1617,(thioridazine/cyp2d6),15.0,,
1618,(salbutamol/beta2),16.0,,
1619,(ifosfamide/g-csf),18.0,,
1620,(pgi2/ptgis),20.0,,
1621,(phenylephrine/egfr),4.0,,
1622,(nadh/enox2),20.0,,
1623,(gm-csf/raf-1),29.0,,
1624,(fenofibrate/cetp),20.0,,
1625,(troleandomycin/cyp3a),1.0,,
1626,(pirenzepine/gastrin),2.0,,
1627,(il-2/iddm),21.0,,
1628,(clonidine/ghrh),16.0,,
1629,(carnitine/cpti),20.0,,
1630,(gefitinib/erbb3),21.0,,
1631,(corticosteroids/gm-csf),19.0,,
1632,(rapamycin/cd40),7.0,,
1633,(lopinavir/abcb1),15.0,,
1634,(dexamethasone/muc5ac),4.0,,
1635,(carbachol/phospholipase),12.0,,
1636,(nadh/dhpr),6.0,,
1637,(arsenite/ho-1),0.0,,
1638,(milnacipran/bdnf),9.0,,
1639,(hydrocortisone/endothelin-1),29.0,,
1640,(corticosteroids/adrenocorticotropin),27.0,,
1641,(geldanamycin/nf-kappab),23.0,,
1642,(g-csf/mmp-9),4.0,,
1643,(theophylline/beta2),16.0,,
1644,(astemizole/herg),12.0,,
1645,(11beta/hsd-1),20.0,,
1646,(metformin/adiponectin),27.0,,
1647,(nitroprusside/ho-1),0.0,,
1648,(g-csf/mmp-2),13.0,,
1649,(gm-csf/mmp-12),2.0,,
1650,(lubiprostone/clc-2),7.0,,
1651,(minocycline/5-lox),3.0,,
1652,(paroxetine/sert),26.0,,
1653,(timolol/cyp2d6),17.0,,
1654,(imatinib/abl1),0.0,,
1655,(curcumin/bdnf),9.0,,
1656,(indomethacin/kallikrein),28.0,,
1657,(menadione/nadph),5.0,,
1658,(atra/inos),3.0,,
1659,(propranolol/lcat),12.0,,
1660,(doxorubicin/foxo3a),29.0,,
1661,(gm-csf/pi3-kinase),1.0,,
1662,(quinidine/cyp3a4),28.0,,
1663,(corticosteroids/vegf),22.0,,
1664,(clopidogrel/cyp2b6),28.0,,
1665,(pioglitazone/niddm),8.0,,
1666,(gefitinib/hsp70),13.0,,
1667,(metoclopramide/cholinesterase),20.0,,
1668,(noradrenaline/catechol-o-methyltransferase),17.0,,
1669,(resveratrol/cyclooxygenase-1),23.0,,
1670,(resveratrol/cyclooxygenase-2),3.0,,
1671,(digoxin/oatp2),26.0,,
1672,(indomethacin/nf-kappab),11.0,,
1673,(zafirlukast/cyslt1),0.0,,
1674,(forskolin/rap1a),3.0,,
1675,(imatinib/vegf),18.0,,
1676,(il-1ra/mcp-1),16.0,,
1677,(celecoxib/bcl-2),13.0,,
1678,(diazoxide/bcl-2),8.0,,
1679,(thiopental/nf-kappab),11.0,,
1680,(leflunomide/etanercept),2.0,,
1681,(isradipine/midas),9.0,,
1682,(thyrotropin/tshr),20.0,,
1683,(indomethacin/il-1),0.0,,
1684,(dexamethasone/pref-1),9.0,,
1685,(troglitazone/osteopontin),11.0,,
1686,(estradiol/osteocalcin),13.0,,
1687,(il-2/phospholipase),17.0,,
1688,(vinblastine/cyp3a4),25.0,,
1689,(atorvastatin/mmp-9),21.0,,
1690,(atorvastatin/abca1),0.0,,
1691,(bupivacaine/ml-1),2.0,,
1692,(levodopa/catechol-o-methyltransferase),17.0,,
1693,(glibenclamide/niddm),2.0,,
1694,(calcitriol/cox-2),0.0,,
1695,(staurosporine/e-cadherin),24.0,,
1696,(imatinib/adiponectin),18.0,,
1697,(orphenadrine/cyp2b6),23.0,,
1698,(topotecan/hif-1alpha),1.0,,
1699,(forskolin/proenkephalin),24.0,,
1700,(pefloxacin/il-1),23.0,,
1701,(resveratrol/stat3),28.0,,
1702,(imiquimod/ifn-alpha),9.0,,
1703,(atorvastatin/abcb1),4.0,,
1704,(dexamethasone/e-cadherin),15.0,,
1705,(curcumin/abcg2),22.0,,
1706,(olmesartan/at1r),20.0,,
1707,(forskolin/igf-i),3.0,,
1708,(troglitazone/ampk),10.0,,
1709,(celecoxib/survivin),5.0,,
1710,(il-2/gab2),10.0,,
1711,(il-2/creb),10.0,,
1712,(rapamycin/klf4),25.0,,
1713,(il-2/crem),27.0,,
1714,(anticholinergics/copd),2.0,,
1715,(curcumin/icam-1),3.0,,
1716,(dicoumarol/dt-diaphorase),1.0,,
1717,(melatonin/ccl4),0.0,,
1718,(vinorelbine/filgrastim),9.0,,
1719,(haloperidol/drd2),9.0,,
1720,(aldosterone/adrenocorticotropin),17.0,,
1721,(cisplatin/hsp90),17.0,,
1722,(il-2/tgfbeta),0.0,,
1723,(forskolin/cox-2),27.0,,
1724,(erythromycin/demethylase),0.0,,
1725,(rosiglitazone/pai-1),0.0,,
1726,(flavopiridol/mcl-1),13.0,,
1727,(oltipraz/nqo1),18.0,,
1728,(il-2/aicar),4.0,,
1729,(rapamycin/s6k1),12.0,,
1730,(rapamycin/s6k2),23.0,,
1731,(nadh/gapdh),1.0,,
1732,(phenylephrine/inositol),19.0,,
1733,(etoposide/mrp3),24.0,,
1734,(paclitaxel/raf-1),20.0,,
1735,(fluphenazine/calmodulin),25.0,,
1736,(il-2/apcs),2.0,,
1737,(sitagliptin/dpp-4),28.0,,
1738,(urokinase/mmp-9),20.0,,
1739,(hemin/neudesin),4.0,,
1740,(ru486/lhrh),6.0,,
1741,(resveratrol/cyp1a1),22.0,,
1742,(glimepiride/glut1),26.0,,
1743,(aprotinin/kallikrein),0.0,,
1744,(theophylline/cyp3a),24.0,,
1745,(docetaxel/cox-2),3.0,,
1746,(troglitazone/pparalpha),17.0,,
1747,(estrone/shbg),5.0,,
1748,(sulindac/ppargamma),5.0,,
1749,(nimesulide/pghs-2),12.0,,
1750,(halothane/reticulum),0.0,,
1751,(lidocaine/acyltransferase),9.0,,
1752,(calcitriol/pthrp),19.0,,
1753,(terfenadine/cyp3a),20.0,,
1754,(probucol/sr-bi),17.0,,
1755,(everolimus/mtor),1.0,,
1756,(hyaluronan/lyve-1),20.0,,
1757,(rosuvastatin/apoe),0.0,,
1758,(haloperidol/kallikrein),27.0,,
1759,(rosuvastatin/apob),13.0,,
1760,(dexamethasone/mcp-1),0.0,,
1761,(rapamycin/cdc25b),17.0,,
1762,(dipyridamole/ent1),28.0,,
1763,(vasopressin/nnos),20.0,,
1764,(fluvastatin/inos),29.0,,
1765,(gm-csf/tgf-alpha),18.0,,
1766,(il-2/perforin),25.0,,
1767,(benzphetamine/demethylase),0.0,,
1768,(desipramine/herg),11.0,,
1769,(creatine/agat),8.0,,
1770,(hemin/tlr4),10.0,,
1771,(etoposide/top2a),28.0,,
1772,(lopinavir/cyp3a),13.0,,
1773,(flurbiprofen/15-pgdh),19.0,,
1774,(eletriptan/cyp3a4),15.0,,
1775,(isoflurane/eaat3),0.0,,
1776,(atomoxetine/cyp2d6),1.0,,
1777,(il-2/cdk4),9.0,,
1778,(bambuterol/cholinesterase),17.0,,
1779,(atra/tgfbeta),29.0,,
1780,(creatine/mib-ck),20.0,,
1781,(primaquine/herg),12.0,,
1782,(triazolam/cyp3a),17.0,,
1783,(losartan/cx43),3.0,,
1784,(estradiol/gnrh),0.0,,
1785,(ciprofloxacin/cyp1a2),28.0,,
1786,(phenylephrine/phospholipase),0.0,,
1787,(resveratrol/pghs-1),28.0,,
1788,(troglitazone/nf-kappab),28.0,,
1789,(imatinib/m-csf),23.0,,
1790,(rapamycin/irs-1),12.0,,
1791,(flavopiridol/cdk9),28.0,,
1792,(imatinib/pdgfra),16.0,,
1793,(fentanyl/ml-1),9.0,,
1794,(propranolol/fmlp),28.0,,
1795,(flavopiridol/cdk2),22.0,,
1796,(levodopa/mao-b),12.0,,
1797,(estradiol/cftr),27.0,,
1798,(ng-monomethyl-l-arginine/il-1),15.0,,
1799,(mithramycin/calcitonin),2.0,,
1800,(tranilast/bfgf),18.0,,
1801,(candesartan/at1r),7.0,,
1802,(fluoxetine/s100b),27.0,,
1803,(genistein/hif-1alpha),15.0,,
1804,(gp120/dc-sign),7.0,,
1805,(pantoprazole/gastrin),0.0,,
1806,(rimonabant/cb1r),25.0,,
1807,(rosiglitazone/atgl),25.0,,
1808,(infliximab/cvid),2.0,,
1809,(sorafenib/c-raf),22.0,,
1810,(telithromycin/cyp3a4),28.0,,
1811,(gemfibrozil/ppar),16.0,,
1812,(edrophonium/cholinesterase),28.0,,
1813,(docetaxel/pc-3),1.0,,
1814,(ptk787/vegf),25.0,,
1815,(captopril/kininogen),1.0,,
1816,(methotrexate/il-1),17.0,,
1817,(l-citrulline/inos),20.0,,
1818,(aprepitant/cyp3a4),23.0,,
1819,(rosuvastatin/enos),17.0,,
1820,(il-2/jak3),4.0,,
1821,(estradiol/bcl-2),0.0,,
1822,(glcnac/udp-galnac),24.0,,
1823,(il-2/jak1),3.0,,
1824,(chloramphenicol/acyltransferase),20.0,,
1825,(estradiol/er-beta),8.0,,
1826,(il-2/inos),20.0,,
1827,(trastuzumab/pi3k),17.0,,
1828,(atra/aida),29.0,,
1829,(curcumin/cox-2),0.0,,
1830,(nimesulide/cyclooxygenase-2),12.0,,
1831,(curcumin/cox-1),25.0,,
1832,(ketanserin/5-ht2c),20.0,,
1833,(clomiphene/aromatase),12.0,,
1834,(rolipram/il-10),9.0,,
1835,(ketanserin/5-ht2a),7.0,,
1836,(testolactone/aromatase),28.0,,
1837,(clozapine/g-csf),27.0,,
1838,(metoprolol/cyp2d6),15.0,,
1839,(doxycycline/mmp-13),6.0,,
1840,(melatonin/hif-1),17.0,,
1841,(tetrahydrobiopterin/calmodulin),11.0,,
1842,(repaglinide/cyp2c8),17.0,,
1843,(tamoxifen/shbg),18.0,,
1844,(tranylcypromine/lsd1),1.0,,
1845,(rapamycin/survivin),0.0,,
1846,(albendazole/vegf),21.0,,
1847,(isoflurane/inos),13.0,,
1848,(atorvastatin/rac1),1.0,,
1849,(il-2/socs-3),25.0,,
1850,(arsenite/securin),17.0,,
1851,(melatonin/gpcr),7.0,,
1852,(fenofibrate/pai-1),20.0,,
1853,(curcumin/nfkappab),17.0,,
1854,(escitalopram/sert),28.0,,
1855,(salmeterol/beta2ar),16.0,,
1856,(tamoxifen/nppb),5.0,,
1857,(il-2/inositol),20.0,,
1858,(sumatriptan/cgrp),24.0,,
1859,(pgi2/edrf),18.0,,
1860,(gefitinib/egfr),1.0,,
1861,(lovastatin/statin),27.0,,
1862,(atra/dhand),0.0,,
1863,(carboplatin/il-1),4.0,,
1864,(capsaicin/nf-kappab),17.0,,
1865,(arsenite/ang-1),8.0,,
1866,(omeprazole/cyp1a2),12.0,,
1867,(fgf-7/fgf-10),18.0,,
1868,(phenytoin/inap),28.0,,
1869,(omeprazole/cyp1a1),29.0,,
1870,(cisplatin/xiap),17.0,,
1871,(verapamil/phospholipase),23.0,,
1872,(coxibs/cox2),28.0,,
1873,(vasopressin/adrenocorticotropin),24.0,,
1874,(propranolol/cgrp),27.0,,
1875,(cyclosporine/cyp3a4),15.0,,
1876,(bevacizumab/vegf-a),7.0,,
1877,(acarbose/glp-1),21.0,,
1878,(lubiprostone/cftr),19.0,,
1879,(cisplatin/cdk2),23.0,,
1880,(tamoxifen/phospholipase),23.0,,
1881,(fenofibrate/nf-kappab),23.0,,
1882,(vasopressin/calcitonin),9.0,,
1883,(propofol/enos),22.0,,
1884,(ketamine/hsp70),20.0,,
1885,(abarelix/gnrh),0.0,,
1886,(noradrenaline/vasa),27.0,,
1887,(il-2/gammac),24.0,,
1888,(bezafibrate/ppar),7.0,,
1889,(trastuzumab/rac1),15.0,,
1890,(isoproterenol/calcitonin),21.0,,
1891,(cisplatin/rpa2),21.0,,
1892,(mk-571/leukotriene),0.0,,
1893,(nadh/coq1),20.0,,
1894,(pioglitazone/mmp-9),22.0,,
1895,(pertuzumab/her-2),7.0,,
1896,(mephenytoin/cyp2c19),15.0,,
1897,(levetiracetam/sv2a),10.0,,
1898,(carbachol/inositol),0.0,,
1899,(rapamycin/mcm6),17.0,,
1900,(prednisolone/il-18),9.0,,
1901,(protamine/heparan),27.0,,
1902,(pyridostigmine/ghrh),2.0,,
1903,(rifampin/cyp2c9),15.0,,
1904,(bisphosphonate/hebp),11.0,,
1905,(chloroquine/tlr9),12.0,,
1906,(carvedilol/herg),24.0,,
1907,(voglibose/glp-1),27.0,,
1908,(propofol/ml-1),5.0,,
1909,(cyclosporin/cyclophilin),26.0,,
1910,(digoxin/p-gp),15.0,,
1911,(paclitaxel/mdr1),12.0,,
1912,(resveratrol/erbb2),29.0,,
1913,(rapamycin/hgps),2.0,,
1914,(infliximab/copd),6.0,,
1915,(nifedipine/nf-kappab),23.0,,
1916,(dexamethasone/dheas),24.0,,
1917,(prednisolone/transcortin),7.0,,
1918,(fk506/fkbp51),7.0,,
1919,(isoproterenol/beta2ar),7.0,,
1920,(fk506/fkbp52),15.0,,
1921,(fk506/fkbp59),6.0,,
1922,(metformin/dpp-4),1.0,,
1923,(octreotide/sstr2),7.0,,
1924,(pge2/tgf-alpha),4.0,,
1925,(celecoxib/grp78),29.0,,
1926,(captopril/endothelin-1),21.0,,
1927,(posaconazole/cyp3a4),12.0,,
1928,(prazosin/alpha1),0.0,,
1929,(troglitazone/pai-1),1.0,,
1930,(candesartan/vegf),24.0,,
1931,(meloxicam/cox-2),28.0,,
1932,(meloxicam/cox-1),28.0,,
1933,(dhea/il-10),27.0,,
1934,(metformin/aromatase),0.0,,
1935,(palivizumab/icer),5.0,,
1936,(rosiglitazone/fgf-21),5.0,,
1937,(il-2/bcl1),17.0,,
1938,(halothane/ml-1),9.0,,
1939,(carbachol/pkc-alpha),21.0,,
1940,(carbamates/cholinesterase),12.0,,
1941,(meperidine/il-1),1.0,,
1942,(cisplatin/jak2),0.0,,
1943,(formoterol/gm-csf),28.0,,
1944,(anakinra/il-1ra),0.0,,
1945,(hydroxyurea/chk1),10.0,,
1946,(pyridoxal/nifs),20.0,,
1947,(minocycline/parp-1),25.0,,
1948,(clarithromycin/cyp2c19),17.0,,
1949,(pravastatin/statin),28.0,,
1950,(erlotinib/cyp3a4),17.0,,
1951,(oxytocin/cpla2),22.0,,
1952,(fluoxetine/herg),9.0,,
1953,(clofibrate/l-fabp),22.0,,
1954,(estriol/lactogen),5.0,,
1955,(telmisartan/ppar),10.0,,
1956,(estradiol/fasl),0.0,,
1957,(thyroxine/lactase),23.0,,
1958,(imatinib/cyp3a4),12.0,,
1959,(il-2/lymphokine),0.0,,
1960,(procaterol/copd),2.0,,
1961,(il-2/stat6),29.0,,
1962,(vincristine/mdr1),15.0,,
1963,(il-2/stat4),21.0,,
1964,(il-2/stat5),22.0,,
1965,(forskolin/bdnf),18.0,,
1966,(ezetimibe/npc1l1),7.0,,
1967,(budesonide/cyp3a),17.0,,
1968,(debrisoquine/oct1),15.0,,
1969,(trastuzumab/erbb-2),7.0,,
1970,(curcumin/p300),12.0,,
1971,(thyrotropin/tsh-r),20.0,,
1972,(exemestane/aromatase),28.0,,
1973,(estradiol/l-pgds),25.0,,
1974,(gemcitabine/dlts),5.0,,
1975,(ketanserin/5-ht-2),16.0,,
1976,(adalimumab/icer),9.0,,
1977,(il-2/stat1),3.0,,
1978,(bortezomib/hif-1alpha),16.0,,
1979,(il-2/stat3),22.0,,
1980,(efavirenz/cyp3a4),12.0,,
1981,(vasopressin/aquaporin-2),0.0,,
1982,(il-2/ldlr),17.0,,
1983,(dexamethasone/muc1),27.0,,
1984,(creatine/gapdh),12.0,,
1985,(fk506/fkbp12),6.0,,
1986,(gemcitabine/vegf),24.0,,
1987,(amd3100/cxcr4),0.0,,
1988,(curcumin/inos),1.0,,
1989,(genistein/cftr),11.0,,
1990,(tolbutamide/sur1),28.0,,
1991,(hydrocortisone/lactase),1.0,,
1992,(losartan/ace2),29.0,,
1993,(gliclazide/sur1),25.0,,
1994,(naloxone/adrenocorticotropin),28.0,,
1995,(ritonavir/cyp3a4),28.0,,
1996,(sorafenib/b-raf),12.0,,
1997,(dexamethasone/ampk),3.0,,
1998,(thyroglobulin/megalin),7.0,,
1999,(curcumin/ppargamma),0.0,,
2000,(montelukast/leukotriene),0.0,,
2001,(prostacyclin/il-1),19.0,,
2002,(mibefradil/cyp3a4),1.0,,
2003,(doxorubicin/top2a),17.0,,
2004,(ctla4ig/cd28),16.0,,
2005,(fulvestrant/aromatase),25.0,,
2006,(4-methylumbelliferone/udp-glucuronosyltransferase),14.0,,
2007,(meloxicam/cyclooxygenase-1),5.0,,
2008,(triamcinolone/vegf),18.0,,
2009,(forskolin/creb),0.0,,
2010,(curcumin/ctgf),20.0,,
2011,(meloxicam/cyclooxygenase-2),12.0,,
2012,(pitavastatin/enos),11.0,,
2013,(naproxen/cox-1),28.0,,
2014,(naproxen/cox-2),28.0,,
2015,(celecoxib/cox2),1.0,,
2016,(hyaluronate/cd44),7.0,,
2017,(perifosine/mtor),28.0,,
2018,(nadh/ndh2),20.0,,
2019,(aldosterone/aqp2),8.0,,
2020,(oxytocin/pla2),5.0,,
2021,(il-2/ml-1),19.0,,
2022,(gm-csf/cd14),6.0,,
2023,(carvedilol/p-gp),15.0,,
2024,(beta-estradiol/lhrh),21.0,,
2025,(saxagliptin/dpp-4),28.0,,
2026,(salbutamol/ifn-gamma),22.0,,
2027,(rapamycin/folliculin),27.0,,
2028,(mitomycin/nqo1),20.0,,
2029,(carbachol/rap1),10.0,,
2030,(fk506/ryr2),22.0,,
2031,(haloperidol/penk),18.0,,
2032,(diltiazem/cyp3a4),1.0,,
2033,(il-1rn/il-1),0.0,,
2034,(estradiol/gfap),0.0,,
2035,(collagenase/mmp13),26.0,,
2036,(leuprolide/lhrh),29.0,,
2037,(felbamate/cyp3a4),18.0,,
2038,(naloxone/dynorphin),25.0,,
2039,(cisplatin/mad2),22.0,,
2040,(hydroxyurea/ifn-alpha),19.0,,
2041,(sildenafil/abcb1),20.0,,
2042,(felodipine/cyp3a4),17.0,,
2043,(paclitaxel/g-csf),18.0,,
2044,(streptozocin/niddm),25.0,,
2045,(cisplatin/ghrelin),1.0,,
2046,(trastuzumab/vegf),4.0,,
2047,(dexamethasone/cd40l),22.0,,
2048,(gm-csf/cd40),26.0,,
2049,(sr141716a/cb1r),25.0,,
2050,(il-1ra/il-1),0.0,,
2051,(bupivacaine/trek-1),28.0,,
2052,(gm-csf/cd34),7.0,,
2053,(etoposide/cyp3a4),17.0,,
2054,(melatonin/aromatase),25.0,,
2055,(fluvastatin/enos),29.0,,
2056,(curcumin/prl-3),10.0,,
2057,(rapamycin/hif-1alpha),27.0,,
2058,(imatinib/pdgfr),1.0,,
2059,(neomycin/inositol),0.0,,
2060,(cetuximab/her1),12.0,,
2061,(il-2/il-1ra),0.0,,
2062,(oltipraz/gsta2),19.0,,
2063,(gm-csf/factor-1),18.0,,
2064,(calcitriol/fgf23),25.0,,
2065,(trifluoperazine/calmodulin),0.0,,
2066,(collagenase/timp-1),4.0,,
2067,(g-csf/vegf),8.0,,
2068,(collagenase/timp-2),7.0,,
2069,(letrozole/aromatase),12.0,,
2070,(il-2/pthrp),18.0,,
2071,(zd1839/egfr),23.0,,
2072,(troleandomycin/cyp3a4),28.0,,
2073,(cyclosporin/il-5),22.0,,
2074,(dantrolene/ryr1),10.0,,
2075,(valspodar/p-gp),0.0,,
2076,(gw572016/egfr),23.0,,
2077,(atra/apr3),24.0,,
2078,(2-methoxyestradiol/comt),20.0,,
2079,(allopurinol/oxidoreductase),1.0,,
2080,(troglitazone/hmcs),0.0,,
2081,(rimonabant/srebp-1c),21.0,,
2082,(dexamethasone/osteopontin),22.0,,
2083,(diazoxide/sur1),29.0,,
2084,(g-csf/flt-3),18.0,,
2085,(isoniazid/inha),1.0,,
2086,(metformin/g6pase),0.0,,
2087,(alemtuzumab/cd52),7.0,,
2088,(hydrocortisone/icam-1),3.0,,
2089,(dasatinib/epha2),27.0,,
2090,(voriconazole/cyp3a4),17.0,,
2091,(fluconazole/ml-1),2.0,,
2092,(ceftazidime/g-csf),13.0,,
2093,(indomethacin/nur77),25.0,,
2094,(curcumin/trxr1),25.0,,
2095,(genistein/bcl-2),18.0,,
2096,(indomethacin/mcp-1),22.0,,
2097,(thyroxine/shbg),16.0,,
2098,(troglitazone/e-cadherin),5.0,,
2099,(ara-c/bcl-2),15.0,,
2100,(collagenase/mmp-8),20.0,,
2101,(cyclosporin/p-gp),15.0,,
2102,(collagenase/mmp-9),2.0,,
2103,(carbachol/mucin),21.0,,
2104,(tamoxifen/cyp2c9),23.0,,
2105,(forskolin/phospholipase),23.0,,
2106,(omeprazole/adenosinetriphosphatase),12.0,,
2107,(imatinib/nqo2),6.0,,
2108,(sulfasalazine/etanercept),2.0,,
2109,(debrisoquine/cyp2d6),20.0,,
2110,(collagenase/mmp-2),20.0,,
2111,(simvastatin/hmgb1),1.0,,
2112,(tamoxifen/cyp2d6),17.0,,
2113,(methotrexate/rfc1),15.0,,
2114,(gm-csf/g-csf),18.0,,
2115,(g-csf/gm-csf),18.0,,
2116,(tamoxifen/appd),2.0,,
2117,(estradiol/comt),20.0,,
2118,(formoterol/pp2a),7.0,,
2119,(capsaicin/beta-endorphin),5.0,,
2120,(ribavirin/ifn-alpha),2.0,,
2121,(gm-csf/cd80),22.0,,
2122,(quinidine/cyp3a),8.0,,
2123,(hyaluronan/ec-sod),24.0,,
2124,(ethosuximide/cyp3a),4.0,,
2125,(gm-csf/cd86),19.0,,
2126,(lovastatin/bcl-2),9.0,,
2127,(atorvastatin/vegf),8.0,,
2128,(doxorubicin/pten),29.0,,
2129,(cysteamine/cystinosis),2.0,,
2130,(budesonide/vegf),0.0,,
2131,(ketamine/bdnf),9.0,,
2132,(naringenin/herg),12.0,,
2133,(nimesulide/cox-2),1.0,,
2134,(g-csf/il-10),8.0,,
2135,(curcumin/cyclooxygenase-2),0.0,,
2136,(nimesulide/cox-1),1.0,,
2137,(g-csf/il-11),18.0,,
2138,(il-11/g-csf),18.0,,
2139,(spermine/trna),9.0,,
2140,(propofol/pkc-alpha),29.0,,
2141,(corticosteroids/aqp1),8.0,,
2142,(rapamycin/pi3-kinase),27.0,,
2143,(curcumin/egfr),17.0,,
2144,(g-csf/il-17),18.0,,
2145,(zolpidem/cyp3a),1.0,,
2146,(desferrioxamine/hif-1),22.0,,
2147,(atazanavir/p-gp),13.0,,
2148,(clofibrate/acyltransferase),22.0,,
2149,(chloramphenicol/hsp70),20.0,,
2150,(su11248/vegf),0.0,,
2151,(aldosterone/k-ras),0.0,,
2152,(fk506/il-13),3.0,,
2153,(colchicine/gm-csf),4.0,,
2154,(dobutamine/mcp-1),3.0,,
2155,(dexamethasone/runx2),23.0,,
2156,(tacrolimus/egfr),28.0,,
2157,(atorvastatin/adiponectin),19.0,,
2158,(ctla4ig/cd80),7.0,,
2159,(estradiol/bmp-7),9.0,,
2160,(pge2/fmlp),3.0,,
2161,(rapamycin/rheb),15.0,,
2162,(procainamide/dnmt1),28.0,,
2163,(tiotropium/copd),2.0,,
2164,(fibrates/pltp),3.0,,
2165,(streptokinase/pai-1),24.0,,
2166,(berberine/ampk),29.0,,
2167,(clomipramine/cyp2d6),12.0,,
2168,(quinidine/cyp2d),28.0,,
2169,(curcumin/stat1),23.0,,
2170,(curcumin/stat3),7.0,,
2171,(salmeterol/beta2),7.0,,
2172,(vinorelbine/bcl-2),5.0,,
2173,(saquinavir/p-gp),15.0,,
2174,(pioglitazone/ppar-gamma),7.0,,
2175,(simvastatin/icam-1),0.0,,
2176,(norepinephrine/alpha1),16.0,,
2177,(phosphatidylserine/pssa),20.0,,
2178,(fk506/ppiase),0.0,,
2179,(naltrexone/pomc),3.0,,
2180,(abx-egf/egfr),7.0,,
2181,(itraconazole/mtor),28.0,,
2182,(gefitinib/bcrp),8.0,,
2183,(gemfibrozil/statin),2.0,,
