,drug-gene,dependency path,Drug-Gene Pair Cluster,Dependency Path Cluster
321,(hydrocortisone/nadph),"[appos, egfr, prep_against, blocking, prepc_with, lines, prep_of, treatment, nsubj, promotes, dobj, induction, prep_of]",18.0,0.0
322,(noradrenaline/preproendothelin-1),"[partmod, induced, dobj, phosphorylation, prep_of]",23.0,67.0
323,(il-2/nkg2d),"[dep, antibody, prep_against]",7.0,85.0
324,(irinotecan/ces2),"[amod, system, appos]",18.0,97.0
325,(melatonin/eef-2),"[appos, inducer, nn]",8.0,77.0
326,(lamotrigine/ugt1a4),"[dep, agonists, amod]",19.0,102.0
327,(l-tryptophan/lfa-1),"[amod, stimulation, prep_of, release, nn]",15.0,52.0
328,(naringenin/tslp),"[prep_on, functions, prep_of]",6.0,90.0
329,(capsaicin/ml-1),"[nsubj, improves, prep_in, patients, prep_with]",23.0,16.0
330,(dexamethasone/gpr103),"[prep_of, pharmacokinetics, prep_on, pantoprazole, prep_of, influence, nsubjpass, concluded, agent, competition, prep_with]",8.0,0.0
331,(iloprost/mmp-13),"[nsubj, induces, dobj, expression, prep_of, protein, amod]",18.0,85.0
332,(carbachol/muc5ac),"[prep_of, micrograms, amod]",25.0,0.0
333,(estradiol/osteonectin),"[nsubj, showed, prep_to]",23.0,0.0
334,(raloxifene/ki-67),"[nn, treatment, nsubj, decreased, dobj]",0.0,0.0
335,(4-methylpyrazole/hepcidin),"[dep, immunoassays, dep]",23.0,0.0
336,(curcumin/nf-kappab),"[amod, treatment, prep_by]",9.0,0.0
337,(econazole/demethylase),"[nsubj, activated, xcomp, expressing, dobj]",22.0,0.0
338,(fk506/fkbp-13),"[prep_with, agonist, amod]",0.0,1.0
339,(bevacizumab/igfbp3),"[partmod, counteracted, prep_to]",14.0,124.0
340,(fk506/fkbp-12),"[prep_to, expressing, dobj]",0.0,123.0
341,(azathioprine/tpmt),"[nn, treatment, prep_on, activity, prep_of]",18.0,58.0
342,(haloperidol/cyp2d6),"[prep_of, expression, dobj, reduced, nsubj, inhibition, prep_of]",13.0,0.0
343,(dexamethasone/pepck),"[prep_of, use, nsubjpass, associated, prep_with, activity, nn]",26.0,0.0
344,(fk506/birc5),"[nsubj, decreased, dobj, levels, prep_of, mrna, nn]",23.0,0.0
345,(resveratrol/4e-bp1),"[prep_in, role, prep_of]",2.0,0.0
346,(l-dopa/ghbp),"[nsubj, analog, appos]",5.0,0.0
347,(methoxsalen/demethylase),"[prep_with, stimulation, prep_upon, translocated, nsubjpass]",20.0,0.0
348,(dexamethasone/aigf),"[nsubj, induced, xcomp]",24.0,0.0
349,(cisplatin/ho-1),"[appos, inhibitor, dep]",4.0,0.0
350,(hyaluronidase/lectin),"[nsubj, reduced, dobj, content, prep_of]",14.0,0.0
351,(indomethacin/bdnf),"[amod, receptor, dep]",18.0,24.0
352,(anakinra/il-1),"[nsubj, downregulates, dobj, expression, nn]",22.0,73.0
353,(promethazine/calmodulin),"[prep_toward, activities, amod]",22.0,45.0
354,(cefoxitin/il-1),"[nn, resistance, prep_for, responsible, nsubj]",23.0,4.0
355,(spironolactone/g6pd),"[nsubj, synthase, dobj]",2.0,24.0
356,(dhea/cgrp),"[prep_with, treatment, nsubjpass, associated, prep_with, concentrations, prep_of]",14.0,0.0
357,(pravastatin/hcar),"[nsubj, stimulates, dobj, transcription, amod]",28.0,95.0
358,(dhea/map2c),"[prep_via, inhibition, nn]",21.0,120.0
359,(l-arg/melas),"[nsubj, enhanced, dobj]",18.0,0.0
360,(triiodothyronine/gastrin),"[dobj, received, prep_to, therapy, nn]",18.0,6.0
361,(norepinephrine/hif-1alpha),"[prep_with, incubated, prep_in, presence, prep_of]",26.0,9.0
362,(metformin/as160),"[amod, antagonists, nn]",2.0,0.0
363,(nilutamide/aromatase),"[dobj, identified, prep_as, inhibitor, nn]",14.0,120.0
364,(arsenite/ape1),"[advmod, inhibited, pobj]",23.0,11.0
365,(vancomycin/sdhd),"[prep_on, regulation, prep_of, expression, amod]",0.0,11.0
366,(trilostane/pgdh),"[nsubj, showed, prep_with]",19.0,120.0
367,(indomethacin/visfatin),"[amod, oxybenzone, amod, compounds, dep]",14.0,98.0
368,(doxorubicin/survivin),"[prep_to, cultures, prepc_of, expanding, dobj, t, nn]",2.0,28.0
369,(thiopental/reticulum),"[nsubj, increased, prepc_by, inhibiting, dobj]",18.0,0.0
370,(adomet/comt),"[prep_of, effect, dobj, abrogated, nsubj, knockdown, prep_of]",2.0,61.0
371,(desloratadine/inos),"[prep_such_as, inhibitors, prep_of]",23.0,0.0
372,(verapamil/nm23),"[dep, activator, amod]",27.0,0.0
373,(tamoxifen/nadph),"[amod, blockers, nn]",2.0,60.0
374,(protamine/tnp2),"[nsubj, addition, prep_of]",0.0,60.0
375,(theophylline/copd),"[prep_by, expression, appos]",0.0,24.0
376,(apap/sulfotransferase),"[nn, fasr, appos]",24.0,108.0
377,(nadh/ndufc2),"[nsubj, caused, dobj]",27.0,0.0
378,(secretin/calcitonin),"[nsubj, increased, dobj, content, prep_of]",26.0,86.0
379,(doxazosin/abca1),"[prep_of, release, nsubjpass, decreased, prep_in]",1.0,86.0
380,(lamivudine/mdr1),"[xsubj, probe, dobj]",2.0,86.0
381,(dhea/sig-1r),"[amod, treatment, agent, induced, nsubjpass]",23.0,119.0
382,(nifedipine/phhi),"[nsubj, raised, dobj, levels, nn]",18.0,86.0
383,(clomipramine/swds),"[appos, ligand, prep_of, gamma, appos]",2.0,86.0
384,(gm-csf/mip1a),"[nsubj, stimulated, dobj, production, amod]",10.0,86.0
385,(thyroxine/atpo),"[nsubj, increased, dobj, mrna, amod]",24.0,120.0
386,(sulindac/cdc25),"[nsubj, blocker, nn]",14.0,26.0
387,(hyaluronidase/beta-d-glucuronidase),"[nsubj, acts, prep_on]",10.0,86.0
388,(isoproterenol/rep-2),"[prep_of, analog, dep]",18.0,26.0
389,(fluvoxamine/cyp3a4),"[prep_with, treated, partmod, patients, amod]",19.0,20.0
390,(nebivolol/egfr),"[appos, enolate, prep_with, substituting, prepc_after, maintained, nsubjpass, inhibition, amod]",14.0,86.0
391,(propranolol/aa-nat),"[xsubj, inhibit, dobj, activity, prep_of]",1.0,86.0
392,(cidofovir/mrp4),"[amod, sensitivity, dobj, confers, prep_to, subunit, amod]",14.0,0.0
393,(sunitinib/pc-3),"[prep_with, treatment, nsubj, inhibited, dobj, mrna, nn]",2.0,114.0
394,(lindane/cx43),"[dep, sulfasalazine, appos, dmard, dep, drugs, appos, inhibitors, nn]",14.0,57.0
395,(atorvastatin/hucrp),"[prep_of, pharmacokinetics, nsubjpass, investigated, prep_in, mice, amod]",6.0,57.0
396,(methimazole/cyp1a2),"[appos, naag, nsubj, selectivity, prep_of]",22.0,56.0
397,(medroxyprogesterone/copd),"[amod, activator, dep]",6.0,0.0
398,(atorvastatin/slco1b1),"[appos, genotype, appos]",18.0,0.0
399,(prednisone/p-gp),"[appos, scf, appos]",14.0,0.0
400,(sertraline/torin),"[xsubj, expression, prep_of]",23.0,0.0
401,(propranolol/nefa),"[prep_such_as, inhibitors, dobj]",26.0,23.0
402,(bicalutamide/tlr9),"[nsubjpass, administered, prep_to, patients, amod]",1.0,12.0
403,(mifepristone/pibf),"[amod, expression, dobj, increased, nsubj]",28.0,7.0
404,(antiandrogens/lhrh),"[amod, treatment, nsubj, increased, dobj, expression, amod]",0.0,0.0
405,(il-11/pi3k),"[agent, stimulated, nsubjpass, activity, amod]",14.0,0.0
406,(prednisone/casp),"[prep_of, activity, dobj, enhance, nsubj]",0.0,0.0
407,(triiodothyronine/aromatase),"[nsubj, agonists, nn]",15.0,0.0
408,(cisplatin/hmg1),"[amod, constructs, nn]",14.0,77.0
409,(prostacyclin/cyclooxygenase-1),"[prep_with, added, nsubjpass]",2.0,55.0
410,(prostacyclin/cyclooxygenase-2),"[prep_to, contrast, prep_in, enhanced, dobj, levels, amod]",0.0,0.0
411,(aldosterone/a-ii),"[appos, group, nn]",14.0,53.0
412,(lenalidomide/amyloidosis),"[acomp, converts, nsubj]",0.0,53.0
413,(doxycycline/mmp-8),"[prep_without, factor, appos]",21.0,17.0
414,(noradrenaline/proenkephalin),"[prep_to, resistance, prep_with, associated, nsubjpass, mutations, prep_in, synthase, appos]",23.0,27.0
415,(doxycycline/mmp-9),"[nsubj, demonstrated, prep_for]",28.0,53.0
416,(doxorubicin/mir-145),"[prep_of, effects, dobj, investigate, prep_on]",18.0,53.0
417,(amprenavir/sap2),"[amod, c, nn]",9.0,98.0
418,(methotrexate/ki-67),"[xcomp, bound, partmod]",9.0,53.0
419,(doxycycline/mmp-3),"[nn, transport, amod]",4.0,53.0
420,(l-tyrosine/oxidoreductase),"[nsubj, effective, prep_in, management, prep_of]",14.0,98.0
421,(pranlukast/il-10),"[prep_with, rose, nsubj, levels, nn]",28.0,96.0
422,(doxycycline/mmp-2),"[appos, statin, prep_of, use, nsubj, inhibit, prep_in, tetrachloride, appos]",28.0,50.0
423,(gp120/mmp-9),"[appos, activity, nn]",2.0,53.0
424,(irbesartan/herg),"[nsubj, inhibits, dobj, receptor, nn]",15.0,88.0
425,(rifaximin/cyp3a),"[prep_for, protein, nsubj]",18.0,53.0
426,(meth/cx3cr1),"[amod, effect, prep_of, inhibitor, appos]",2.0,53.0
427,(cilostazol/cd62p),"[prep_with, treatment, nsubj, inhibited, prep_in]",26.0,116.0
428,(sevoflurane/gapdh),"[amod, transcription, nn]",2.0,17.0
429,(dexamethasone/oct1),"[dobj, expression, appos]",29.0,20.0
430,(osi-774/egfr),"[appos, factor, dep, expression, nn]",3.0,53.0
431,(raloxifene/cox-1),"[nsubj, downregulated, dobj, mrna, nn]",18.0,88.0
432,(minocycline/nk1r),"[amod, levels, nsubj]",23.0,53.0
433,(fibrates/mcp-1),"[prep_by, suppression, amod]",26.0,53.0
434,(chlorhexidine/mmp-2),"[nsubj, acted, prep_on]",18.0,13.0
435,(dexamethasone/gc-1),"[prep_of, efflux, dobj, mediated, nsubj]",23.0,53.0
436,(dapsone/cyp2c9),"[amod, infusion, prep_after, decreased, nsubj]",10.0,88.0
437,(terbinafine/ml-1),"[prep_with, inhibiting, dobj, activity, amod]",2.0,57.0
438,(raloxifene/enos),"[prep_to, binding, amod, receptor, appos]",17.0,53.0
439,(imipenem/ml-1),"[prep_with, acted, nsubj]",18.0,107.0
440,(lidocaine/glyt1),"[nsubj, alters, dobj, expression, nn]",14.0,65.0
441,(piroxicam/cox1),"[nn, beta, nn]",22.0,53.0
442,(halothane/calmodulin),"[dobj, fed, partmod, mice, nn]",15.0,53.0
443,(vx-770/cftr),"[nsubj, blocked, dobj, activity, amod]",17.0,0.0
444,(dexamethasone/plzf),"[dobj, antagonist, nsubj]",2.0,73.0
445,(oxandrolone/hdl2),"[nsubjpass, used, dep, ml, dep, antagonist, nn]",28.0,27.0
446,(etanercept/pkd2),"[infmod, resistance, dobj, mediates, nsubj]",23.0,29.0
447,(perindopril/vegf),"[advmod, used, nsubjpass, inhibitor, nn]",2.0,19.0
448,(delavirdine/cyp3a4),"[prep_of, effects, prep_for, required, nsubjpass]",9.0,35.0
449,(raloxifene/igf-i),"[nsubj, increased, acomp]",26.0,96.0
450,(bupropion/cyp2b6),"[prep_in, treatment, prep_of, patients, prep_with]",23.0,15.0
451,(noradrenaline/il-1ra),"[nn, a, xsubj]",14.0,29.0
452,(coumarin/cyp2b6),"[dep, inhibitors, nn]",15.0,5.0
453,(n-acetylcysteine/nadph),"[amod, a, nn]",2.0,71.0
454,(imiquimod/angptl4),"[prep_by, targeting, dobj]",23.0,105.0
455,(topotecan/bcrp),"[nsubj, induces, dobj, release, prep_of]",16.0,123.0
456,(aldosterone/per1),"[prep_of, concentrations, dobj, increase, nsubj, inhibitors, prep_of]",1.0,29.0
457,(aldosterone/per2),"[dep, substrate, prep_of]",25.0,124.0
458,(aminophenazone/demethylase),"[prep_for, substitute, nsubj]",26.0,73.0
459,(taurine/kallikrein),"[dep, ligands, nn]",8.0,73.0
460,(camptothecin/bcl-2),"[prep_by, synthesis, nn]",2.0,116.0
461,(pargyline/maoa),"[prep_of, addition, nsubj, enhanced, dobj, effect, prep_of]",22.0,19.0
462,(paclitaxel/nfkappab),"[nsubj, modulated, prep_to]",14.0,73.0
463,(nebivolol/adiponectin),"[prep_of, action, prep_of, site, nsubj]",15.0,84.0
464,(mithramycin/dynamin),"[prep_of, effect, dobj, evaluated, prep_on, expression, amod]",14.0,116.0
465,(l-arg/pax2),"[nsubj, inhibitor, partmod, approved, prep_for, treatment, prep_of]",23.0,76.0
466,(cis-diamminedichloroplatinum/hsp90),"[nsubj, suppressed, dobj, activation, prep_of]",14.0,54.0
467,(fk506/nf-kappab),"[nsubj, prevented, dobj, induction, nn]",28.0,29.0
468,(g-csf/il-1),"[prep_of, production, dobj, enhances, nsubj]",0.0,78.0
469,(aldosterone/dheas),"[nsubj, suppressed, dobj, expression, nn]",1.0,79.0
470,(coumarin/cyp2c9),"[nsubj, prevents, prep_through, preservation, prep_of, sulfate, nn]",18.0,65.0
471,(beta-estradiol/irf-1),"[amod, sulfate, prep_of, transport, dobj, mediates, nsubj]",14.0,113.0
472,(taurine/glyrs),"[nsubj, inhibited, dobj, stimulation, prep_of, cyclase, appos]",0.0,113.0
473,(il-2/g-csf),"[amod, administration, prep_after, levels, nn]",0.0,7.0
474,(g-csf/il-5),"[nsubj, interferes, prep_with, binding, nn]",7.0,73.0
475,(artemisinin/aldh1),"[amod, benzoylhydrazone, nsubj, has, advcl, inactive, xcomp, using, dobj, chimera, nn]",10.0,64.0
476,(carbachol/ap-1),"[dobj, antagonist, nsubj, effects, prep_of, receptor, appos]",11.0,91.0
477,(sulfasalazine/nfkappab),"[amod, treatment, nsubj, reduced, dobj, expression, nn]",6.0,91.0
478,(citalopram/p-selectin),"[amod, resistance, prep_in]",23.0,100.0
479,(melphalan/amyloidosis),"[xsubj, inhibit, prep_by]",0.0,76.0
480,(atra/pfn1),"[xsubj, effective, prep_as]",2.0,19.0
481,(il-2/mart-1),"[amod, treatment, prep_after, tested, nsubjpass, silencing, prep_of]",26.0,0.0
482,(amiodarone/oatp2),"[nsubj, failed, prep_to]",23.0,20.0
483,(finasteride/mmp-9),"[nsubj, suppresses, dobj, production, prep_of, cytokines, prep_via, inhibition, prep_of, activation, amod]",14.0,115.0
484,(dexamethasone/gas1),"[appos, hormone, nn]",23.0,85.0
485,(cyproheptadine/5-ht2a),"[appos, antagonist, prep_to]",14.0,89.0
486,(diclofenac/ikappabalpha),"[npadvmod, significantly, advmod, inhibited, nsubj]",23.0,0.0
487,(hyaluronan/vegf),"[nsubj, inhibits, dobj, effects, prep_of]",18.0,0.0
488,(coumarin/cyp2a3),"[prep_with, underwent, dobj]",23.0,0.0
489,(coumarin/cyp2a6),"[amod, pneumoniae, appos]",19.0,111.0
490,(colchicine/il-1),"[nsubj, inhibitor, prep_of, enzyme, amod]",6.0,0.0
491,(bleomycin/cox-2),"[prep_for, receptors, num]",8.0,0.0
492,(minocycline/caspase-1),"[amod, hydrochloride, prep_in]",9.0,72.0
493,(minocycline/caspase-3),"[dobj, using, partmod, activation, nn]",28.0,100.0
494,(nadh/ogdc),"[nsubj, inhibited, dobj, secretion, nn]",19.0,10.0
495,(lutein/bcl-xl),"[nsubj, prevented, dobj, decrease, prep_of]",14.0,35.0
496,(ticlopidine/vegf),"[nsubj, active, prep_than]",7.0,102.0
497,(staurosporine/gastrin),"[prep_of, effect, prep_on, expression, prep_of]",14.0,92.0
498,(epoprostenol/cd62p),"[nsubj, had, dobj, levels, nn]",26.0,10.0
499,(clonazepam/tspo),"[prep_such_as, inhibitors, prep_of, role, dobj, underscoring, partmod, mediates, nsubj, target, appos]",0.0,7.0
500,(atra/bcl-2),"[nn, pretreatment, nsubj, inhibited, dobj, secretion, prep_of]",26.0,33.0
501,(hemin/ho-2),"[prep_with, days, prep_for, incubated, partmod, fibroblasts, prep_of, sonication, agent, prepared, partmod, homogenates, prep_in, increased, nsubj, activities, prep_of, b, amod]",17.0,10.0
502,(hemin/ho-1),"[prep_to, associated, nsubjpass, mutations, prep_in]",4.0,45.0
503,(gemcitabine/mir-214),"[amod, gene, prep_to, linked, partmod, gene, nn]",2.0,105.0
504,(sunitinib/st-2),"[dobj, adding, prepc_of, ratio, appos]",13.0,20.0
505,(etanercept/il-1),"[appos, rapamycin, dep]",0.0,0.0
506,(dexamethasone/papp-a),"[prep_unlike, produced, nsubjpass]",14.0,12.0
507,(urokinase/kallikrein),"[nsubj, reversed, prep_in, activation, nn]",17.0,33.0
508,(epoxides/cyp2c9),"[prep_with, investigate, dobj]",2.0,41.0
509,(capsaicin/trpv1),"[prep_in, rats, nn]",0.0,0.0
510,(dexamethasone/beta-catenin),"[dobj, binds, rcmod, molecule, nsubj]",2.0,0.0
511,(estradiol/icb-1),"[amod, transport, prep_by]",23.0,0.0
512,(isoproterenol/grk2),"[prep_of, effect, dobj, assessed, prep_on, expression, prep_of, fibronectin, appos]",16.0,0.0
513,(bicalutamide/egfr),"[amod, activity, dep]",26.0,46.0
514,(n-acetyl-d-glucosamine/endo-beta-n-acetylglucosaminidase),"[nsubj, activates, dobj, kinase, amod]",18.0,0.0
515,(rapamycin/mcl-1),"[prep_to, associated, ccomp, tyrosine, nsubj, mutations, prep_in, receptor, appos]",2.0,77.0
516,(suramin/igf-i),"[agent, induced, rcmod, activity, nn]",23.0,31.0
517,(midazolam/trh-r),"[prep_with, inhibitor, amod]",14.0,28.0
518,(amantadine/pmps),"[prep_of, administration, nsubj, decreased, dobj, activity, nn]",23.0,119.0
519,(eserine/hce-2),"[nsubjpass, tested, prep_in, model, partmod, using, dobj, cells, partmod, activated, agent, activator, prep_of, ligand, appos]",25.0,106.0
520,(atra/irs-1),"[prep_to, confers, rcmod, mutation, nn]",2.0,43.0
521,(paroxetine/rab4a),"[prep_by, protein, amod]",2.0,106.0
522,(nimesulide/pd-l1),"[nn, result, nn]",14.0,61.0
523,(pioglitazone/cd40l),"[prep_of, effect, amod]",14.0,90.0
524,(desipramine/hspc),"[prep_of, effect, dobj, examined, prep_on, expression, prep_of]",23.0,90.0
525,(xanthines/beta-endorphin),"[amod, treatment, prep_on, expression, nn]",10.0,37.0
526,(staurosporine/smad2),"[prep_to, induced, nsubj]",13.0,90.0
527,(apap/srbc),"[amod, formation, prep_via]",2.0,90.0
528,(omeprazole/cholinesterase),"[agent, inhibited, nsubjpass, binding, nn]",9.0,102.0
529,(suramin/cox-2),"[amod, synthesis, amod]",8.0,90.0
530,(clofibrate/aconitase),"[nsubj, augments, prep_to]",2.0,90.0
531,(hydroxychloroquine/cox-2),"[amod, tetrahydropteridine, dep]",2.0,26.0
532,(valsartan/cox-2),"[nsubj, increase, dobj, levels, prep_of]",28.0,37.0
533,(verapamil/p100),"[amod, selective, amod]",13.0,0.0
534,(losartan/nhe3),"[nsubj, enhance, dobj, expression, prep_of]",23.0,57.0
535,(paclitaxel/apollo),"[amod, genes, nn]",2.0,65.0
536,(prostacyclin/gm-csf),"[amod, regulation, prep_of]",18.0,0.0
537,(fk-506/fkbp38),"[nn, markedly, nsubj, expanded, dobj, population, nn]",5.0,0.0
538,(oxytocin/sf-1),"[prep_of, administration, prep_after, increased, nsubj, excretion, prep_of]",14.0,0.0
539,(meth/ap-1),"[prep_of, target, nsubj, regulates, dobj, growth, prep_via, kinase, appos]",2.0,0.0
540,(roxithromycin/e-selectin),"[xsubj, inhibitors, prep_of, activity, nn]",4.0,103.0
541,(fluorescein/cd13),"[agent, enhanced, nsubjpass, production, nn]",14.0,0.0
542,(cyclosporine/hnf4alpha),"[prep_for, interaction, prep_of, sites, dobj, explains, nsubj, inhibition, prep_of, uptake, prep_via]",23.0,0.0
543,(colchicine/l-selectin),"[prep_of, gene, nn]",23.0,18.0
544,(fluorescein/cd15),"[prep_in, patients, prep_with, genotype, nn]",18.0,0.0
545,(valdecoxib/cyp2d6),"[prep_with, stimulated, prep_with]",14.0,70.0
546,(fluorescein/cd14),"[appos, inhibitors, dep]",18.0,0.0
547,(carvedilol/il-10),"[xcomp, metabolized, agent]",8.0,17.0
548,(ranitidine/parvalbumin),"[prep_to, conferred, nsubj, overexpression, prep_of]",26.0,0.0
549,(fluorescein/cd16),"[nsubj, cytotoxic, prep_in, cells, nn]",2.0,5.0
550,(simvastatin/rhoa),"[prep_in, presence, prep_of, inhibitors, amod]",13.0,36.0
551,(simvastatin/rhob),"[appos, tetrahydropteridine, dep]",1.0,102.0
552,(allopregnanolone/dheas),"[prep_with, revealed, dobj, expression, prep_of]",18.0,0.0
553,(ketoconazole/aipc),"[prep_such_as, inhibitors, amod, type, appos]",14.0,56.0
554,(4-methylpyrazole/cyp2e1),"[rcmod, activates, dobj]",3.0,0.0
555,(pge2/mucin),"[nsubj, affect, dobj, level, prep_of]",29.0,0.0
556,(fasudil/kip1),"[amod, activation, amod]",10.0,0.0
557,(fasudil/mcp-1),"[nsubj, enhanced, prep_by]",14.0,102.0
558,(theophyllin/hsp90),"[nn, isothiocyanate, prep_with, modified, nsubjpass]",2.0,0.0
559,(menadione/sapk),"[prep_of, effects, dobj, examined, prep_on, activity, amod]",16.0,0.0
560,(corticotrophin/gnrh),"[agent, modulated, nsubjpass, expression, prep_of]",2.0,0.0
561,(ramelteon/cyp1a2),"[prep_of, target, nsubj, kinase, appos]",14.0,42.0
562,(isoproterenol/lhrh),"[amod, ranitidine, dep, follows, dep]",2.0,95.0
563,(nitrendipine/gastrin),"[prep_of, effects, dobj, abolished, prep_on, expression, amod]",18.0,0.0
564,(acetazolamide/calcitonin),"[agent, inactivated, nsubjpass]",29.0,0.0
565,(fk-506/fkbp12),"[nsubj, blocked, dobj, effects, prep_of, phenylephrine, appos, agent, nn]",0.0,24.0
566,(oltipraz/pai-1),"[nn, mice, prep_in, greater, nsubj, enhancement, prep_of, factor, appos]",4.0,0.0
567,(letrozole/ncam),"[agent, inhibited, nsubjpass, expression, amod]",4.0,58.0
568,(lansoprazole/mdr1),"[nn, concentration, prep_of]",2.0,0.0
569,(tamoxifen/er-beta),"[prep_by, inhibition, prep_with]",14.0,56.0
570,(epoxides/cyp2d6),"[nsubj, showed, dobj, inhibition, prep_of]",18.0,84.0
571,(g-csf/ip-10),"[prep_with, treated, partmod, cells, prep_in, expressed, nsubjpass]",7.0,57.0
572,(clodronate/fgf2),"[prep_of, effects, dobj, investigated, prep_on, activity, appos]",14.0,0.0
573,(astemizole/heag1),"[prep_with, examined, prep_in, patients, prep_with, mellitus, appos]",2.0,0.0
574,(perazine/cyp1a2),"[nsubj, enhanced, dobj, accumulation, prep_of, cells, partmod, overexpressing, dobj]",9.0,0.0
575,(rosiglitazone/acsl4),"[dep, lecithinase, nn]",9.0,0.0
576,(cysteamine/bdnf),"[nsubjpass, required, prep_for]",0.0,0.0
577,(nitrofurantoin/bcrp),"[nn, a, amod]",21.0,0.0
578,(paclitaxel/b7-h3),"[amod, treatment, nsubj, resulted, prep_in, expression, prep_of]",0.0,97.0
579,(varenicline/icer),"[agent, activation, partmod]",18.0,23.0
580,(picrotoxin/bdnf),"[appos, ligand, nn]",18.0,0.0
581,(tranilast/ctgf),"[dep, testosterone, prep_of, activity, prep_of]",26.0,0.0
582,(gm-csf/ml-1),"[nn, family, prep_of, member, appos]",25.0,0.0
583,(epoxides/cyp2e1),"[amod, protein, dep]",18.0,0.0
584,(chloramphenicol/alpha-amylase),"[nsubj, inhibits, dobj, phosphodiesterase, appos]",2.0,0.0
585,(sevoflurane/cars),"[nsubj, inhibited, dobj, activation, amod]",2.0,94.0
586,(resveratrol/bcl-2),"[nsubj, inhibitor, prep_of, activity, prep_of]",0.0,46.0
587,(cisplatin/beta-glucuronidase),"[prep_with, decreased, nsubj]",15.0,40.0
588,(celecoxib/egfr),"[prep_of, effects, nsubjpass, mediated, prep_via]",6.0,72.0
589,(indomethacin/pla2),"[prep_of, uptake, prep_in, involved, nsubjpass]",11.0,72.0
590,(infliximab/visfatin),"[nsubj, decreases, dobj]",18.0,11.0
591,(capsaicin/rac1),"[prep_with, support, amod]",12.0,0.0
592,(clopidogrel/p2y12),"[prep_of, binding, dobj]",22.0,31.0
593,(simvastatin/bcl-2),"[nn, concentrations, appos]",0.0,0.0
594,(il-2/beta-galactosidase),"[prep_to, insensitive, nsubj]",10.0,24.0
595,(citrulline/padi4),"[pobj, reduced, dobj]",23.0,121.0
596,(dexamethasone/gamma-glutamyltransferase),"[nsubj, decreased, advcl, increased, nsubj]",18.0,0.0
