,druggene,row_indice
1823,"(capecitabine,egfr)",756
1824,"(fibrates,sr-bi)",757
1825,"(quinidine,irk1)",758
1826,"(flutamide,cgrp)",759
1827,"(5-asa,sasp)",760
1829,"(capsaicin,nnos)",761
1830,"(gemcitabine,nf-kappab)",762
1836,"(prednisone,osteocalcin)",763
1837,"(forskolin,creb1)",764
1838,"(norgestrel,pfkfb3)",765
1839,"(ornithine,adprt)",766
1840,"(hyaluronidase,neuraminidase)",767
1842,"(fibrates,trb3)",768
1843,"(gabapentin,mct-1)",769
1844,"(gp120,hsp70)",770
1845,"(hemin,prpc)",771
1846,"(vorinostat,grp78)",772
1847,"(hesperidin,ap-1)",773
1848,"(gemcitabine,6-phosphogluconolactonase)",774
1849,"(ampicillin,ml-1)",775
1850,"(il-2,tgf-alpha)",776
1851,"(doxycycline,hsp70)",777
1852,"(hesperetin,ldlr)",778
1853,"(gentamicin,phospholipase)",779
1855,"(creatine,dnch1)",780
1856,"(estriol,inos)",781
1857,"(estradiol,sulfotransferase)",782
1861,"(simvastatin,mmp-13)",783
1862,"(erythromycin,copd)",784
1864,"(salmeterol,ip-10)",785
1865,"(troglitazone,at1r)",786
1866,"(lovastatin,phospholipase)",787
1867,"(berberine,nat1)",788
1870,"(resveratrol,smn2)",789
1871,"(creatine,jak2)",790
1872,"(raloxifene,vegf)",791
1875,"(lumiracoxib,hoat1)",792
1876,"(atra,bmp-6)",793
1878,"(creatine,transgelin)",794
1879,"(cysteamine,oct1)",795
1880,"(atorvastatin,s100b)",796
1881,"(aldosterone,lat1)",797
1882,"(raloxifene,calcitonin)",798
1886,"(urokinase,upar)",799
1927,"(taxanes,brca1)",800
1928,"(candesartan,ppar-delta)",801
1929,"(dexamethasone,pla2)",802
1937,"(estrone,lactogen)",803
1938,"(zd1694,fpgs)",804
1939,"(tranylcypromine,mmp-9)",805
1940,"(sorafenib,bcl-xl)",806
1941,"(nateglinide,pept1)",807
1943,"(lercanidipine,mmp-2)",808
1945,"(lovastatin,lox-1)",809
1946,"(amiodarone,ncx1)",810
1947,"(collagenase,sulfatase)",811
1948,"(methotrexate,oatp)",812
1949,"(prednisolone,nicotinamide)",813
1950,"(corticosteroids,bhmt)",814
1951,"(dexamethasone,inhbb)",815
1952,"(phosphatidylserine,kim-1)",816
1953,"(clozapine,5-ht3a)",817
1954,"(bevacizumab,maspin)",818
1955,"(sorafenib,noxa)",819
1956,"(lamivudine,ifn-alpha)",820
1958,"(stavudine,ucp1)",821
1959,"(glcnac,cdr1)",822
1960,"(aldosterone,nkcc2)",823
1961,"(imc-c225,erbb1)",824
1962,"(fluvoxamine,cyp2c9)",825
1966,"(secretin,latrophilin)",826
1967,"(clozapine,5-ht2c)",827
1969,"(clozapine,5-ht2a)",828
1971,"(sumatriptan,5-ht1d)",829
1977,"(sumatriptan,5-ht1b)",830
1985,"(carbachol,gapdh)",831
1986,"(sumatriptan,5-ht1a)",832
1987,"(nilvadipine,dhps)",833
1988,"(cystein,sparc)",834
1989,"(anakinra,etanercept)",835
1994,"(amrinone,nfkappab)",836
1995,"(dutasteride,fasn)",837
1996,"(midazolam,bcl-2)",838
1997,"(exenatide,icer)",839
1998,"(gm-csf,socs3)",840
1999,"(triiodothyronine,hsp27)",841
2000,"(gm-csf,socs1)",842
2001,"(methotrexate,oat1)",843
2002,"(erlotinib,mtor)",844
2004,"(methotrexate,oat3)",845
2005,"(indomethacin,pept1)",846
2006,"(nifedipine,adiponectin)",847
2007,"(indomethacin,oxidoreductase)",848
2009,"(gemcitabine,plk-1)",849
2010,"(sildenafil,pde5a)",850
2015,"(bms-247550,filgrastim)",851
2016,"(vincristine,hsf1)",852
2017,"(pge2,egfr)",853
2019,"(perphenazine,drd2)",854
2020,"(vincristine,ctcl)",855
2021,"(g-csf,dipa)",856
2022,"(nadh,nd4l)",857
2023,"(isoproterenol,nf-kappab)",858
2024,"(haloperidol,tachykinin)",859
2026,"(benzamides,5-ht4)",860
2027,"(dexamethasone,hcar)",861
2028,"(cromoglycate,beta-endorphin)",862
2029,"(simvastatin,dhcr7)",863
2030,"(melatonin,5-ht2a)",864
2031,"(lutein,tgf-beta3)",865
2032,"(mesalazine,tpmt)",866
2033,"(clobetasol,ciz1)",867
2034,"(triamterene,dhfr)",868
2035,"(thiopental,thio)",869
2036,"(curcumin,timp-1)",870
2037,"(curcumin,timp-2)",871
2038,"(danazol,sulfatase)",872
2042,"(simvastatin,tlr4)",873
2043,"(genistein,pimt)",874
2044,"(gentamicin,nf-kappab)",875
2045,"(dexamethasone,bfgf)",876
2048,"(desogestrel,srebp2)",877
2049,"(dexamethasone,cgrp)",878
2053,"(naringin,aicar)",879
2054,"(cyclosporine,inos)",880
2055,"(roxithromycin,muc5ac)",881
2056,"(taurine,acyltransferase)",882
2057,"(g-csf,visfatin)",883
2058,"(tenoxicam,cox-1)",884
2059,"(etoposide,hip-1)",885
2060,"(fgf-7,fgfr2)",886
2061,"(isotretinoin,ngal)",887
2063,"(pgi2,nceh)",888
2066,"(nadh,nicotinamide)",889
2072,"(cisplatin,gastrin)",890
2073,"(cis-diamminedichloroplatinum,hmg2)",891
2074,"(arsenite,ubiquitin)",892
2075,"(imipramine,crom)",893
2076,"(resveratrol,adiponectin)",894
2078,"(simvastatin,adiponectin)",895
2079,"(rosuvastatin,mmp-9)",896
2080,"(urokinase,shp2)",897
2081,"(rosuvastatin,mmp-2)",898
2082,"(corticosteroids,lymphokine)",899
2083,"(norepinephrine,elovl3)",900
2084,"(abarelix,lhrh)",901
2085,"(amd3100,cd34)",902
2087,"(dexamethasone,rab11a)",903
2088,"(dexamethasone,rna-binding)",904
2089,"(pazopanib,vegfr-1)",905
2092,"(lovastatin,nf-kappab)",906
2093,"(atorvastatin,hsp27)",907
2094,"(pge2,vegf-a)",908
2095,"(melatonin,p300)",909
2097,"(piroxicam,hsp27)",910
2098,"(curcumin,g6pase)",911
2100,"(indomethacin,tgf-alpha)",912
2101,"(tranilast,mcp-1)",913
2104,"(hyaluronidase,beta-galactosidase)",914
2105,"(doxorubicin,inos)",915
2106,"(atra,il-18)",916
2107,"(trastuzumab,parp)",917
2108,"(clotrimazole,mrp1)",918
2109,"(mitiglinide,fgf-21)",919
2110,"(propofol,hcn1)",920
2111,"(cerivastatin,tgfbeta)",921
2112,"(cholestyramine,cyp7a1)",922
2113,"(atra,il-10)",923
2115,"(benzbromarone,urat1)",924
2117,"(dextran,sacs)",925
2118,"(albuterol,copd)",926
2124,"(apap,mdr1)",927
2125,"(rosiglitazone,5-lipoxygenase)",928
2126,"(aldosterone,wnk4)",929
2128,"(diethylcarbamazine,leukotriene)",930
2131,"(etodolac,cyclooxygenase-2)",931
2135,"(g-csf,ck-1)",932
2136,"(estrone,aromatase)",933
2145,"(haloperidol,sur1)",934
2146,"(dexamethasone,dig2)",935
2147,"(imipramine,clint)",936
2148,"(triiodothyronine,s100b)",937
2149,"(phentolamine,calcitonin)",938
2150,"(rimexolone,ikappabalpha)",939
2151,"(fluconazole,cyp3a4)",940
2160,"(ketamine,mum-1)",941
2161,"(isoproterenol,phospholipase)",942
2162,"(hyaluronate,versican)",943
2164,"(phenindione,nqo1)",944
2165,"(minocycline,mt1-mmp)",945
2166,"(aldosterone,wnk1)",946
2167,"(hydralazine,nicotinamide)",947
2168,"(olanzapine,bdnf)",948
2173,"(losartan,p-gp)",949
2174,"(metoprolol,beta1ar)",950
2175,"(diphenhydramine,cd50)",951
2176,"(procaterol,cd11b)",952
2178,"(pioglitazone,dgat1)",953
2179,"(erlotinib,cyp1a2)",954
2180,"(ciprofloxacin,cyp3a4)",955
2181,"(l-histidine,sapk)",956
2182,"(doxorubicin,stat3)",957
2184,"(carvedilol,bcl-2)",958
2185,"(corticosteroids,inos)",959
2186,"(naproxen,akr1c3)",960
2187,"(urokinase,u-par)",961
2198,"(nevirapine,abcc10)",962
2199,"(losartan,pai-1)",963
2200,"(hyaluronan,cftr)",964
2201,"(curcumin,hif-1)",965
2205,"(ouabain,mcp-1)",966
2206,"(enalapril,oatp1b1)",967
2207,"(amethopterin,sacs)",968
2208,"(metformin,mttfa)",969
2209,"(doxycycline,sparc)",970
2210,"(papain,facb)",971
2211,"(amiloride,mononucleotide)",972
2212,"(diclofenac,mdr1)",973
2213,"(capecitabine,larc)",974
2215,"(laf237,dpp-4)",975
2216,"(halothane,pla2)",976
2217,"(curcumin,age-r1)",977
2218,"(meloxicam,mmp-8)",978
2219,"(furosemide,endothelin-1)",979
2220,"(aldosterone,egfr)",980
2223,"(aldosterone,ngal)",981
2224,"(telithromycin,cyp1a2)",982
2226,"(cyclosporine,lymphokine)",983
2228,"(arsenite,ap-1)",984
2230,"(collagenase,transin)",985
2231,"(diethylstilbestrol,aromatase)",986
2232,"(il-11,interleukin-11)",987
2237,"(nicardipine,pgd2)",988
2238,"(tacrolimus,eotaxin)",989
2240,"(imipramine,cyp2e1)",990
2241,"(melatonin,ml-1)",991
2242,"(carnitine,cact)",992
2245,"(doxorubicin,gpnmb)",993
2246,"(ropivacaine,cyp2d6)",994
2247,"(melatonin,nfkappab)",995
2248,"(forskolin,cyp17)",996
2249,"(forskolin,cyp19)",997
2250,"(estrone,cyp3a5)",998
2251,"(estrone,cyp3a4)",999
2252,"(imipramine,cyp2d6)",1000
2253,"(phosphatidylserine,cdc42)",1001
2254,"(troglitazone,mct1)",1002
2255,"(abciximab,pla2)",1003
2256,"(estradiol,ccnd1)",1004
2257,"(il-2,ganc)",1005
2258,"(resveratrol,il-18)",1006
2260,"(il-2,nab2)",1007
2261,"(trandolapril,ces1)",1008
2262,"(dexamethasone,g-csf)",1009
2268,"(calcitriol,fra-1)",1010
2269,"(l-dopa,jund)",1011
2270,"(estramustine,cyp1a1)",1012
2271,"(cyclosporine,endothelin-1)",1013
2272,"(perifosine,cd34)",1014
2273,"(ivermectin,reticulum)",1015
2274,"(dexfenfluramine,amph)",1016
2275,"(resveratrol,il-13)",1017
2276,"(pegaptanib,vegf)",1018
2284,"(simvastatin,il-17)",1019
2285,"(simvastatin,il-18)",1020
2287,"(calcitriol,cyp24)",1021
2291,"(saha,waf1)",1022
2293,"(diltiazem,ghrelin)",1023
2294,"(azelastine,il-1)",1024
2297,"(ceruletide,adrenocorticotropin)",1025
2298,"(forskolin,trpv5)",1026
2299,"(ornithine,enos)",1027
2300,"(forskolin,trpv4)",1028
2301,"(rasagiline,cholinesterase)",1029
2302,"(naloxone,kor-3)",1030
2304,"(carbidopa,gastrin)",1031
2305,"(terfenadine,ml-1)",1032
2306,"(arsenite,bach1)",1033
2307,"(isoproterenol,sialidase)",1034
2308,"(baclofen,gnrh)",1035
2309,"(yohimbine,beta2)",1036
2310,"(gm-csf,stat5a)",1037
2313,"(forskolin,cyp3a)",1038
2314,"(curcumin,nqo1)",1039
2315,"(naloxone,pars)",1040
2316,"(metformin,stat3)",1041
2317,"(ceftriaxone,fibrosin)",1042
2318,"(resveratrol,at1r)",1043
2323,"(cimetidine,nadph)",1044
2324,"(indomethacin,5-lipoxygenase)",1045
2328,"(sevoflurane,reticulum)",1046
2329,"(dtic,cyp1a1)",1047
2332,"(genistein,il-1)",1048
2336,"(genistein,chk2)",1049
2338,"(noradrenaline,comt)",1050
2339,"(ara-c,chk1)",1051
2340,"(topotecan,ca-125)",1052
2342,"(genistein,chk1)",1053
2343,"(celecoxib,vegf-c)",1054
2345,"(phenylephrine,aanat)",1055
2346,"(fluconazole,ugt2b7)",1056
2349,"(celecoxib,atf4)",1057
2350,"(cilostazol,ve-cadherin)",1058
2351,"(trilostane,hsd3b2)",1059
2352,"(rapamycin,foxo1)",1060
2353,"(imipramine,sacs)",1061
2354,"(resveratrol,pi3k)",1062
2358,"(etodolac,ctsh)",1063
2359,"(forskolin,nnos)",1064
2361,"(epirubicin,tp53)",1065
2362,"(daclizumab,stat5)",1066
2363,"(atra,prolidase)",1067
2365,"(estradiol,pai-1)",1068
2367,"(trabectedin,p-gp)",1069
2368,"(pioglitazone,glut1)",1070
2369,"(quinidine,cyp2d6)",1071
2393,"(dmsa,alad)",1072
2394,"(nystatin,p-gp)",1073
2395,"(fulvestrant,egfr)",1074
2397,"(doxazosin,jm-27)",1075
2398,"(sorafenib,flt3)",1076
2403,"(imiquimod,isg20)",1077
2404,"(cerivastatin,icam-1)",1078
2406,"(pioglitazone,glut5)",1079
2407,"(troglitazone,a-fabp)",1080
2408,"(taurine,lox-1)",1081
2410,"(daunorubicin,p-gp)",1082
2417,"(imipramine,ndrg2)",1083
2418,"(captopril,mmp-9)",1084
2423,"(sulfonamides,hif-1)",1085
2424,"(clofibrate,ccl4)",1086
2425,"(dexamethasone,agas)",1087
2426,"(cidofovir,cxcr4)",1088
2427,"(imatinib,spred2)",1089
2428,"(vasopressin,hsp27)",1090
2432,"(captopril,mmp-2)",1091
2436,"(fluvastatin,mmp-9)",1092
2437,"(fenofibrate,acox)",1093
2438,"(resveratrol,eif4g)",1094
2439,"(rapamycin,ins-1)",1095
2440,"(mithramycin,glycosyltransferase)",1096
2441,"(imatinib,rap1)",1097
2443,"(staurosporine,ptp36)",1098
2445,"(etoposide,ei24)",1099
2446,"(staurosporine,pkc-zeta)",1100
2448,"(salmeterol,bdnf)",1101
2449,"(estradiol,foxl2)",1102
2450,"(ezetimibe,pcsk9)",1103
2452,"(dipyridamole,mkp-1)",1104
2453,"(antiepileptics,cyp2c9)",1105
2454,"(forskolin,hdac8)",1106
2455,"(paricalcitol,rantes)",1107
2456,"(rapamycin,foxp3)",1108
2459,"(doxorubicin,nag-1)",1109
2460,"(fentanyl,cyp3a4)",1110
2463,"(diazepam,lcat)",1111
2464,"(norepinephrine,inositol)",1112
2480,"(glcnac,extl2)",1113
2481,"(melatonin,cyclooxygenase-2)",1114
2482,"(dexamethasone,fgfr3)",1115
2483,"(gm-csf,mcp-1)",1116
2486,"(citalopram,cyp2d6)",1117
2489,"(erythromycin,mrp2)",1118
2490,"(decitabine,cd14)",1119
2491,"(mexiletine,lqt3)",1120
2493,"(metformin,fabp4)",1121
2495,"(gemcitabine,abcg2)",1122
2496,"(estradiol,cd154)",1123
2497,"(chloroquine,cyp2d6)",1124
2498,"(rosiglitazone,etanercept)",1125
2499,"(dobutamine,alpha-mhc)",1126
2500,"(rapamycin,pai-1)",1127
2503,"(letrozole,egfr)",1128
2504,"(pamidronate,fgf-23)",1129
2505,"(chlorothiazide,gpr35)",1130
2506,"(theophylline,inca)",1131
2507,"(rapamycin,pdk1)",1132
2508,"(dmsa,gfap)",1133
2509,"(atorvastatin,srebp1)",1134
2510,"(bumetanide,gpr35)",1135
2512,"(indinavir,mrp4)",1136
2513,"(diclofenac,oatp1b3)",1137
2514,"(sirolimus,nephrin)",1138
2515,"(indinavir,mrp2)",1139
2516,"(carbachol,ras-grf1)",1140
2517,"(vemurafenib,b-raf)",1141
2518,"(cisplatin,pten)",1142
2519,"(noradrenaline,gnrh)",1143
2520,"(methylphenidate,sert)",1144
2521,"(venlafaxine,bdnf)",1145
2526,"(thyroxine,adiponectin)",1146
2528,"(carnitine,pdk4)",1147
2530,"(nepafenac,cyclooxygenase-2)",1148
2531,"(telmisartan,caspase-3)",1149
2532,"(bsi-201,parp)",1150
2534,"(melatonin,drp-2)",1151
2535,"(thyroxine,nefa)",1152
2537,"(paclitaxel,mnsod)",1153
2538,"(dexamethasone,osteoprotegerin)",1154
2539,"(pitavastatin,abca1)",1155
2543,"(azithromycin,copd)",1156
2545,"(theophylline,cyp1a2)",1157
2551,"(theophylline,cyp1a1)",1158
2553,"(genistein,cbfa1)",1159
2554,"(ramipril,aire)",1160
2555,"(staurosporine,irf3)",1161
2556,"(paclitaxel,ikk-beta)",1162
2557,"(forskolin,adrenocorticotropin)",1163
2558,"(doxycycline,notch1)",1164
2559,"(benserazide,ssao)",1165
2560,"(genistein,her2)",1166
2563,"(indomethacin,cgrp)",1167
2566,"(mithramycin,hsd17b2)",1168
2567,"(indomethacin,bfgf)",1169
2571,"(camptothecin,parp-3)",1170
2572,"(taurine,phospholipase)",1171
2573,"(camptothecin,parp-1)",1172
2574,"(selegiline,ho-1)",1173
2575,"(nadh,aladh)",1174
2576,"(fk506,phospholipase)",1175
2577,"(nitroprusside,darpp-32)",1176
2578,"(l-glutamine,hsp72)",1177
2579,"(corticosteroids,il-1ra)",1178
2580,"(dexamethasone,5-lipoxygenase)",1179
2585,"(atra,pi3k)",1180
2586,"(plerixafor,cxcr-4)",1181
2587,"(gemfibrozil,phacs)",1182
2588,"(duloxetine,p-gp)",1183
2589,"(carnitine,cat2)",1184
2590,"(fluorescein,srbc)",1185
2591,"(melatonin,pkc-alpha)",1186
2593,"(thyroxine,il-10)",1187
2594,"(nandrolone,foxo1)",1188
2595,"(aprotinin,cd18)",1189
2596,"(hemin,eif-2b)",1190
2597,"(pazopanib,csf-1r)",1191
2598,"(cyclophosphamide,etanercept)",1192
2599,"(imipramine,ssao)",1193
2600,"(beta-estradiol,gnrh)",1194
2602,"(mianserin,pars)",1195
2603,"(carbachol,aqp5)",1196
2604,"(geldanamycin,ap-1)",1197
2605,"(curcumin,ifn-gamma)",1198
2607,"(gemfibrozil,nf-kappab)",1199
2608,"(cyclosporine,preproendothelin-1)",1200
2609,"(zidovudine,gm-csf)",1201
2611,"(telmisartan,cd11c)",1202
2612,"(etoposide,xiap)",1203
2613,"(g-csf,fgf-1)",1204
2614,"(g-csf,fgf-2)",1205
2615,"(etoposide,fhit)",1206
2616,"(ezetimibe,niemann-pick)",1207
2618,"(hyaluronate,heparan)",1208
2621,"(perphenazine,cyp2d6)",1209
2622,"(metyrapone,cort)",1210
2624,"(penicillamin,beta-galactosidase)",1211
2625,"(phenylephrine,rcan1)",1212
2626,"(chloroquine,ct26)",1213
2628,"(carbachol,icat)",1214
2629,"(glutaraldehyde,srbc)",1215
2630,"(chloroquine,cyp2c8)",1216
2632,"(bacitracin,hmcs)",1217
2633,"(milnacipran,proopiomelanocortin)",1218
2634,"(bortezomib,her2)",1219
2635,"(suramin,igfr)",1220
2636,"(rapamycin,hla-dqa1)",1221
2637,"(troglitazone,irs-1)",1222
2638,"(troglitazone,irs-2)",1223
2639,"(captopril,pten)",1224
2640,"(forskolin,snat2)",1225
2641,"(fluoxetine,gfap)",1226
2642,"(orlistat,ampk)",1227
2643,"(pioglitazone,mitoneet)",1228
2644,"(troglitazone,cis-4)",1229
2645,"(wr-1065,nfkappab)",1230
2646,"(cyclophosphamide,g-csf)",1231
2662,"(ritonavir,glut4)",1232
2664,"(gm-csf,mnsod)",1233
2665,"(curcumin,alpha1)",1234
2666,"(vinorelbine,tgds)",1235
2667,"(candesartan,cyp2c9)",1236
2668,"(estradiol,caspase-3)",1237
2672,"(phosphatidylserine,ps-pla1)",1238
2673,"(kanamycin,aspg)",1239
2674,"(norepinephrine,endothelin-3)",1240
2676,"(norepinephrine,endothelin-1)",1241
2687,"(daunorubicin,pai-1)",1242
2689,"(leflunomide,nf-kappab)",1243
2692,"(tariquidar,cd56)",1244
2693,"(montelukast,nf-kappab)",1245
2695,"(eprosartan,mcp-1)",1246
2696,"(irinotecan,vegf)",1247
2700,"(tamoxifen,acat)",1248
2703,"(digitoxin,mcp-1)",1249
2704,"(irinotecan,dlts)",1250
2706,"(dipyridamole,alpha1)",1251
2707,"(clozapine,pde4b)",1252
2708,"(verapamil,cyp3a)",1253
2712,"(estradiol,p-gp)",1254
2716,"(triiodothyronine,drd4)",1255
2717,"(phenylephrine,ccn1)",1256
2718,"(alendronate,caspase-1)",1257
2719,"(octreotide,mcp-1)",1258
2720,"(ciclosporin,cyp3a)",1259
2721,"(carbachol,ikappabalpha)",1260
2722,"(ipratropium,octn2)",1261
2723,"(guanidine,papilin)",1262
2724,"(thiotepa,cyp2b6)",1263
2727,"(auranofin,tlr4)",1264
2729,"(naloxone,iddm)",1265
2730,"(clopidogrel,cyp3a4)",1266
2735,"(amiloride,bnc1)",1267
2736,"(cisplatin,mmp-2)",1268
2737,"(pentoxifylline,fmlp)",1269
2738,"(oxazepam,udp-glucuronosyltransferase)",1270
2739,"(vorinostat,nr2b)",1271
2740,"(fk506,smurf1)",1272
2741,"(pertuzumab,her2)",1273
2749,"(pertuzumab,her3)",1274
2752,"(enalaprilat,cholinesterase)",1275
2753,"(dasatinib,osteoactivin)",1276
2754,"(mifepristone,slpi)",1277
2756,"(fluconazole,cyp2c9)",1278
2759,"(docetaxel,xiap)",1279
2760,"(cetrorelix,igf-ii)",1280
2761,"(tripelennamine,cyp2c9)",1281
2762,"(capsaicin,hvr1)",1282
2763,"(carbimazole,g-csf)",1283
2764,"(ndga,hzw10)",1284
2765,"(trimipramine,5-ht1c)",1285
2766,"(camptothecin,scan1)",1286
2768,"(ornithine,beta-actin)",1287
2769,"(levonorgestrel,akr1c3)",1288
2770,"(iloprost,il-10)",1289
2771,"(vanillin,ap-1)",1290
2772,"(staurosporine,ghrh)",1291
2773,"(panitumumab,egfr)",1292
2796,"(domperidone,cyp3a)",1293
2797,"(fluvastatin,cyp2c9)",1294
2805,"(fluvastatin,cyp2c8)",1295
2806,"(triazolam,cyp3a4)",1296
2809,"(glutaraldehyde,reticulum)",1297
2810,"(genistein,bfgf)",1298
2814,"(norepinephrine,egr-1)",1299
2815,"(sulindac,ki-67)",1300
2816,"(temozolomide,yb-1)",1301
2817,"(cisplatin,cyp2e1)",1302
2818,"(bepridil,calmodulin)",1303
2820,"(ropivacaine,cyp3a4)",1304
2822,"(chloramphenicol,cyp1a1)",1305
2823,"(terbutaline,copd)",1306
2824,"(midazolam,strabismus)",1307
2825,"(mithramycin,timp-1)",1308
2826,"(terazosin,pc-3)",1309
2827,"(l-thyroxine,lactase)",1310
2828,"(mithramycin,timp-3)",1311
2829,"(omeprazole,vmat2)",1312
2830,"(baclofen,ngfi-a)",1313
2831,"(carnitine,edrf)",1314
2832,"(neomycin,npt2)",1315
2833,"(perifosine,p-gp)",1316
2834,"(tnf-r2,smurf2)",1317
2835,"(genistein,beta-galactosidase)",1318
2836,"(protamine,kallikrein)",1319
2837,"(apomorphine,gastrin)",1320
2838,"(docetaxel,egfr)",1321
2840,"(melatonin,adrenocorticotropin)",1322
2841,"(retigabine,kcnq2)",1323
2842,"(oxaliplatin,samdc)",1324
2843,"(cisplatin,timp1)",1325
2844,"(carbocysteine,copd)",1326
2845,"(pravastatin,madcam-1)",1327
2846,"(hydroquinone,cbr3)",1328
2847,"(oxaliplatin,pres)",1329
2848,"(arteether,cyp2c19)",1330
2849,"(ogen,nidogen)",1331
2850,"(estradiol,mdr1)",1332
2851,"(zd1839,lox-1)",1333
2852,"(melatonin,nnos)",1334
2856,"(genistein,syndecan)",1335
2857,"(trans-3,agas)",1336
2858,"(phencyclidine,amph)",1337
2859,"(clenbuterol,mstn)",1338
2860,"(estradiol,edrf)",1339
2861,"(fluorescein,porin)",1340
2862,"(iloprost,pgl2)",1341
2863,"(oxycodone,herg)",1342
2864,"(moricizine,nicotinamide)",1343
2865,"(urokinase,ifn-gamma)",1344
2866,"(clonidine,beta-lph)",1345
2867,"(thyroxine,resistin)",1346
2868,"(aldosterone,prostasin)",1347
2871,"(memantine,ampk)",1348
2872,"(ritonavir,adiponectin)",1349
2874,"(rituximab,gm-csf)",1350
2877,"(cisplatin,txas)",1351
2878,"(arsenite,caspase-3)",1352
2879,"(isoproterenol,zfp36)",1353
2880,"(amitriptyline,tlr4)",1354
2881,"(clofibrate,enos)",1355
2882,"(amitriptyline,tlr2)",1356
2883,"(pregabalin,p150)",1357
2884,"(cisplatin,hsp27)",1358
2887,"(vancomycin,ml-1)",1359
2888,"(cisplatin,hsp25)",1360
2890,"(iloprost,cd62p)",1361
2892,"(arsenite,catb)",1362
2893,"(doxycycline,cyp11b2)",1363
2894,"(doxycycline,cyp11b1)",1364
2895,"(probucol,lcat)",1365
2896,"(cephalothin,prps)",1366
2897,"(tamoxifen,nag-1)",1367
2898,"(corticosteroids,beta2)",1368
2901,"(nefazodone,5-ht2a)",1369
2902,"(carbachol,apps)",1370
2903,"(dexamethasone,l-selectin)",1371
2906,"(tamoxifen,il-1ra)",1372
2907,"(buprenorphine,cyp3a)",1373
2909,"(bicalutamide,tif2)",1374
2910,"(forskolin,rankl)",1375
2912,"(ornithine,oat2)",1376
2913,"(ribavirin,cnt2)",1377
2914,"(resveratrol,mn-sod)",1378
2915,"(aprotinin,par-1)",1379
2916,"(rapamycin,mdm2)",1380
2918,"(oxaliplatin,yb-1)",1381
2919,"(ribavirin,ang-2)",1382
2920,"(inulin,cpah)",1383
2922,"(bevacizumab,esr1)",1384
2923,"(abciximab,alteplase)",1385
2927,"(rapamycin,ang1)",1386
2928,"(cetuximab,braf)",1387
2929,"(isoproterenol,timp-1)",1388
2931,"(bisphosphonates,ppase)",1389
2932,"(cisplatin,bmp7)",1390
2933,"(curcumin,lox-1)",1391
2934,"(forskolin,ctgf)",1392
2935,"(sunitinib,ifn-alpha)",1393
2940,"(ndga,neh2)",1394
2941,"(pyridoxine,nicotinamide)",1395
2943,"(neomycin,phospholipase)",1396
2961,"(infliximab,etanercept)",1397
2994,"(nefazodone,5-ht1c)",1398
2995,"(isoflurane,icam-1)",1399
2997,"(deferoxamine,hif-1)",1400
3000,"(vinorelbine,cd30)",1401
3001,"(fentanyl,g6pd)",1402
3002,"(dexamethasone,il10)",1403
3003,"(pioglitazone,adiponectin)",1404
3017,"(coxibs,survivin)",1405
3018,"(telithromycin,mrp2)",1406
3019,"(clotrimazole,inos)",1407
3020,"(desmethylcitalopram,cyp3a4)",1408
3021,"(sertraline,adrenocorticotropin)",1409
3022,"(reboxetine,gad65)",1410
3023,"(simvastatin,bmpr2)",1411
3025,"(pentamidine,glucose-6-phosphatase)",1412
3027,"(sulindac,p120gap)",1413
3028,"(pge2,bcl-2)",1414
3030,"(aminopyrine,demethylase)",1415
3038,"(methacholine,glp-1)",1416
3040,"(sulindac,cox-2)",1417
3044,"(sulindac,cox-1)",1418
3046,"(rolipram,abca1)",1419
3048,"(ornithine,syndecan-1)",1420
3049,"(l-valine,ahas)",1421
3050,"(daunorubicin,mdr1)",1422
3051,"(loratadine,ifn-gamma)",1423
3052,"(leuprorelin,gnrh)",1424
3064,"(succinylcholine,pseudocholinesterase)",1425
3065,"(sparfloxacin,herg)",1426
3067,"(chloramphenicol,inos)",1427
3073,"(yohimbine,endothelin-1)",1428
3074,"(salmeterol,eotaxin)",1429
3075,"(imatinib,p145)",1430
3076,"(berberine,mao-a)",1431
3077,"(abatacept,ctla4)",1432
3079,"(isoproterenol,sik1)",1433
3080,"(pegfilgrastim,gcsf)",1434
3081,"(probenecid,roat1)",1435
3082,"(norepinephrine,dynorphin)",1436
3083,"(indomethacin,e-cadherin)",1437
3084,"(enflurane,cyp2e1)",1438
3085,"(ketoconazole,src-1)",1439
3086,"(doxorubicin,beta2)",1440
3087,"(cisplatin,cyp2b6)",1441
3088,"(dexamethasone,il-5)",1442
3095,"(genistein,p125fak)",1443
3096,"(dexamethasone,il-1)",1444
3130,"(cyclosporine,mrp2)",1445
3131,"(losartan,pcna)",1446
3132,"(nitrazepam,glyrs)",1447
3133,"(amsacrine,herg)",1448
3135,"(phenylephrine,pthrp)",1449
3136,"(pyridoxal,alpha-enolase)",1450
3137,"(candesartan,ugt2b7)",1451
3138,"(rapamycin,4ebp1)",1452
3139,"(fibrates,ppar-alpha)",1453
3149,"(fluvastatin,cyp2d6)",1454
3150,"(ciprofloxacin,cyp2c9)",1455
3151,"(sulfapyridine,nat2)",1456
3152,"(doxorubicin,mrp1)",1457
3154,"(carbachol,nhe3)",1458
