,path,column_indice
7731,"[prep_of, metabolism, amod]",164
10763,"[prep_of, degradation, appos]",165
22612,"[prep_of, degradation, appos]",165
17715,"[amod, treatment, nsubj, decreased, dobj]",166
3387,"[amod, treatment, nsubj, decreased, dobj]",166
3353,"[amod, treatment, nsubj, decreased, dobj]",166
13328,"[amod, treatment, nsubj, decreased, dobj]",166
796,"[nsubj, inhibits, dobj, association, prep_of]",167
10655,"[xsubj, inhibit, dobj, release, nn]",168
17158,"[xsubj, inhibit, dobj, release, nn]",168
5696,"[amod, substrates, num]",169
11887,"[amod, substrates, num]",169
24933,"[amod, substrates, num]",169
17776,"[amod, substrates, num]",169
3897,"[amod, substrates, num]",169
27152,"[amod, substrates, num]",169
26296,"[prep_such_as, activity, amod]",170
18383,"[nsubjpass, reported, prep_to]",171
4292,"[nsubjpass, reported, prep_to]",171
7354,"[nsubj, has, dobj, effect, prep_on, level, amod]",172
18536,"[nsubj, has, dobj, effect, prep_on, level, amod]",172
10986,"[dep, aripiprazole, dep, inhibitors, amod]",173
4352,"[nsubj, showed, prep_in]",174
27909,"[nsubj, showed, prep_in]",174
23957,"[prep_than, had, nsubj]",175
18853,"[prep_than, had, nsubj]",175
23198,"[prep_than, had, nsubj]",175
18788,"[nsubj, antibody, prep_to]",177
28105,"[nsubj, antibody, prep_to]",177
25707,"[amod, syndromes, nsubj, group, prep_of, errors, prep_of, synthesis, dep, arginine, dep, deficiency, appos]",178
29089,"[amod, syndromes, nsubj, group, prep_of, errors, prep_of, synthesis, dep, arginine, dep, deficiency, appos]",178
20230,"[nsubjpass, administered, parataxis, administered, nsubjpass]",179
5815,"[nsubjpass, administered, parataxis, administered, nsubjpass]",179
13477,"[prep_to, required, nsubjpass]",180
19470,"[prep_to, required, nsubjpass]",180
16833,"[prep_to, required, nsubjpass]",180
17747,"[prep_to, required, nsubjpass]",180
7425,"[prep_to, required, nsubjpass]",180
22376,"[prep_by, attenuated, dobj, activation, amod]",181
11349,"[appos, gelatinase, appos]",182
11363,"[appos, gelatinase, appos]",182
17773,"[nsubj, increased, dobj, levels, prep_of, mrnas, amod]",183
28542,"[prep_for, affinity, amod]",184
19891,"[amod, treatment, prep_in]",185
16472,"[nsubjpass, used, prep_for, treatment, prep_of]",188
505,"[nsubjpass, used, prep_for, treatment, prep_of]",188
25552,"[nsubjpass, used, prep_for, treatment, prep_of]",188
21758,"[prep, than, pcomp, in, pobj]",189
7367,"[prep, than, pcomp, in, pobj]",189
13488,"[prep_on, patients, nn]",190
9902,"[prep_on, patients, nn]",190
16358,"[amod, treatment, agent, increased, nsubjpass, level, nn]",191
14768,"[amod, treatment, agent, increased, nsubjpass, level, nn]",191
1686,"[pobj, by, prep, inhibited, nsubj, secretion, nn]",192
6090,"[pobj, by, prep, inhibited, nsubj, secretion, nn]",192
19792,"[prep_of, influence, nsubjpass, concluded, agent, competition, prep_with]",193
18168,"[prep_of, influence, nsubjpass, concluded, agent, competition, prep_with]",193
23039,"[nn, synthase, nn]",194
6052,"[nsubj, had, dobj, effects, prep_on, activity, amod]",195
20156,"[nsubj, had, dobj, effects, prep_on, activity, amod]",195
23103,"[nsubj, attenuated, dobj, effect, prep_of]",196
20329,"[nsubj, attenuated, dobj, effect, prep_of]",196
2810,"[nsubj, attenuated, dobj, effect, prep_of]",196
14992,"[amod, vitrectomy, nn]",197
24090,"[amod, vitrectomy, nn]",197
11783,"[prep_of, synthesis, appos]",198
18705,"[prep_of, synthesis, appos]",198
27972,"[prep_of, synthesis, appos]",198
17488,"[prep_of, synthesis, appos]",198
20578,"[nn, treatment, prep_without, increased, nsubjpass, expression, prep_of, mrna, amod]",199
5294,"[nn, treatment, prep_without, increased, nsubjpass, expression, prep_of, mrna, amod]",199
8463,"[prep_to, confers, nsubj]",200
4591,"[prep_to, confers, nsubj]",200
17780,"[prep_to, confers, nsubj]",200
652,"[prep_to, confers, nsubj]",200
14508,"[prep_to, confers, nsubj]",200
17133,"[prep_to, confers, nsubj]",200
19901,"[prep_to, confers, nsubj]",200
24942,"[prep_to, confers, nsubj]",200
550,"[nn, resistance, dobj, confers, nsubj]",201
2918,"[nn, resistance, dobj, confers, nsubj]",201
6227,"[nn, resistance, dobj, confers, nsubj]",201
28087,"[nn, resistance, dobj, confers, nsubj]",201
17074,"[nn, axis, nn]",202
26446,"[nn, axis, nn]",202
26406,"[nn, axis, nn]",202
19726,"[amod, outcomes, dobj, predicting, prepc_of, means, prep_as, proposed, nsubjpass, surveillance, prep_of, markers, prep_for, mutations, prep_in, reductase, appos]",203
8664,"[xsubj, cells, partmod, overexpressing, dobj]",204
10130,"[xsubj, cells, partmod, overexpressing, dobj]",204
246,"[nn, concentrations, nsubj]",205
7487,"[nn, concentrations, nsubj]",205
10309,"[nn, concentrations, nsubj]",205
457,"[amod, molecule, appos]",206
10064,"[amod, molecule, appos]",206
7547,"[nsubj, causes, dobj, secretion, prep_of]",207
21561,"[nsubj, causes, dobj, secretion, prep_of]",207
16778,"[prep_with, injected, dep]",208
17863,"[prep_with, injected, dep]",208
23452,"[nsubj, form, prep_of]",209
11615,"[nsubj, form, prep_of]",209
10941,"[nsubj, form, prep_of]",209
22778,"[nsubj, form, prep_of]",209
20802,"[nsubj, form, prep_of]",209
7392,"[amod, mesylate, appos, inhibitor, amod]",210
3877,"[prep_among, genotypes, num]",211
25319,"[amod, protein, amod]",212
16130,"[amod, protein, amod]",212
1360,"[amod, protein, amod]",212
25716,"[nsubj, attenuated, dobj, activity, nn]",213
5577,"[nsubj, attenuated, dobj, activity, nn]",213
17523,"[nn, concentration, appos]",214
16139,"[nn, concentration, appos]",214
2410,"[nn, concentration, appos]",214
26837,"[nn, concentration, appos]",214
10046,"[nsubj, inhibited, dobj, expression, nn]",215
9876,"[nsubj, inhibited, dobj, expression, nn]",215
10247,"[nsubj, inhibited, dobj, expression, nn]",215
9559,"[nsubj, inhibited, dobj, expression, nn]",215
1667,"[nsubj, inhibited, dobj, expression, nn]",215
15823,"[nsubj, inhibited, dobj, expression, nn]",215
6965,"[nsubj, inhibited, dobj, expression, nn]",215
10043,"[nsubj, inhibited, dobj, expression, nn]",215
16737,"[nsubj, inhibited, dobj, expression, nn]",215
4758,"[nsubj, inhibited, dobj, expression, nn]",215
16436,"[nsubj, inhibited, dobj, expression, nn]",215
9578,"[nsubj, inhibited, dobj, expression, nn]",215
24064,"[nsubj, inhibited, dobj, expression, nn]",215
24221,"[nsubj, inhibited, dobj, expression, nn]",215
19225,"[nsubj, inhibited, dobj, expression, nn]",215
19237,"[nsubj, inhibited, dobj, expression, nn]",215
28243,"[nsubj, inhibited, dobj, expression, nn]",215
26030,"[nsubj, inhibited, dobj, expression, nn]",215
26706,"[nsubj, inhibited, dobj, expression, nn]",215
28417,"[nsubj, inhibited, dobj, expression, nn]",215
6292,"[nsubj, inhibited, dobj, expression, nn]",215
13422,"[nsubj, inhibited, dobj, expression, nn]",215
6291,"[nsubj, inhibited, dobj, expression, nn]",215
8570,"[nsubj, inhibited, dobj, expression, nn]",215
21308,"[nsubj, inhibited, dobj, expression, nn]",215
3772,"[nsubj, inhibited, dobj, expression, nn]",215
25021,"[nsubj, inhibited, dobj, expression, nn]",215
1038,"[nsubj, inhibited, dobj, expression, nn]",215
22317,"[nsubj, inhibited, dobj, expression, nn]",215
15164,"[nsubj, inhibited, dobj, expression, nn]",215
29310,"[nsubj, inhibited, dobj, expression, nn]",215
1232,"[nsubj, inhibited, dobj, expression, nn]",215
13639,"[nsubj, inhibited, dobj, expression, nn]",215
2500,"[nsubj, inhibited, dobj, expression, nn]",215
15684,"[nsubj, inhibited, dobj, expression, nn]",215
7849,"[nsubj, inhibited, dobj, expression, nn]",215
9276,"[nsubj, inhibited, dobj, expression, nn]",215
29226,"[nsubj, inhibited, dobj, expression, nn]",215
18083,"[nsubj, inhibited, dobj, expression, nn]",215
2560,"[nsubj, inhibited, dobj, expression, nn]",215
15015,"[nsubj, inhibited, dobj, expression, nn]",215
7826,"[nsubj, inhibited, dobj, expression, nn]",215
17657,"[nsubj, inhibited, dobj, expression, nn]",215
27778,"[nsubj, inhibited, dobj, expression, nn]",215
20012,"[dep, alpha, dep, beta, amod]",217
76,"[dep, alpha, dep, beta, amod]",217
25315,"[prep_of, properties, num]",218
11652,"[prep_of, properties, num]",218
12242,"[nsubj, stimulated, dobj, transport, nn]",219
12259,"[nsubj, stimulated, dobj, transport, nn]",219
9803,"[conj_plus, docetaxel, prep_of, combination, nsubj, regimen, prep_as]",220
9208,"[conj_plus, docetaxel, prep_of, combination, nsubj, regimen, prep_as]",220
6161,"[conj_plus, docetaxel, prep_of, combination, nsubj, regimen, prep_as]",220
14699,"[nsubj, inhibited, dobj, function, prep_of]",221
4331,"[nsubj, inhibited, dobj, function, prep_of]",221
1728,"[prep_to, displayed, nsubj, cells, partmod, overexpressing, dobj]",222
10161,"[prep_to, displayed, nsubj, cells, partmod, overexpressing, dobj]",222
21652,"[prep_by, phosphorylation, amod]",223
3753,"[prep_by, phosphorylation, amod]",223
2454,"[prep_by, phosphorylation, amod]",223
24840,"[prep_by, phosphorylation, amod]",223
26439,"[prep_of, clearance, appos]",224
20640,"[prep_of, clearance, appos]",224
17900,"[prep_of, clearance, appos]",224
3301,"[prep_of, clearance, appos]",224
3178,"[amod, binds, prep_to]",225
1729,"[amod, binds, prep_to]",225
28576,"[amod, binds, prep_to]",225
28620,"[amod, binds, prep_to]",225
2928,"[prep_with, treated, partmod, patients, prep_in, expression, appos, expression, dep, investigate, dobj, significance, prep_of, kras, appos]",226
8937,"[prep_with, treated, partmod, patients, prep_in, expression, appos, expression, dep, investigate, dobj, significance, prep_of, kras, appos]",226
18431,"[amod, member, appos]",227
2230,"[amod, member, appos]",227
8099,"[appos, activity, prep_with, performed, dobj, analysis, prep_of, selectivity, nn]",228
8114,"[appos, activity, prep_with, performed, dobj, analysis, prep_of, selectivity, nn]",228
23874,"[nsubj, act, prep_via]",229
923,"[nsubj, act, prep_via]",229
22756,"[agent, reduced, nsubjpass, expression, prep_of]",230
17364,"[agent, reduced, nsubjpass, expression, prep_of]",230
21117,"[agent, reduced, nsubjpass, expression, prep_of]",230
24343,"[agent, reduced, nsubjpass, expression, prep_of]",230
16022,"[agent, reduced, nsubjpass, expression, prep_of]",230
16098,"[agent, reduced, nsubjpass, expression, prep_of]",230
17484,"[agent, reduced, nsubjpass, expression, prep_of]",230
10731,"[nn, a, nn]",231
18289,"[nn, a, nn]",231
21977,"[nn, a, nn]",231
19913,"[nn, a, nn]",231
24404,"[nsubj, suppress, dobj, expression, amod]",232
15538,"[nsubj, suppress, dobj, expression, amod]",232
22849,"[nsubj, suppress, dobj, expression, amod]",232
357,"[prep_in, expression, amod]",234
27668,"[prep_in, expression, amod]",234
15905,"[prep_in, expression, amod]",234
5866,"[prep_in, expression, amod]",234
18177,"[prep_in, expression, amod]",234
29342,"[amod, antagonists, num]",235
10495,"[amod, antagonists, num]",235
26813,"[prep_in, assay, nn]",236
28144,"[nsubj, increased, dobj, production, prep_of]",237
6131,"[nsubj, increased, dobj, production, prep_of]",237
2284,"[nsubj, attenuated, dobj, effects, prep_of]",238
936,"[nsubj, attenuated, dobj, effects, prep_of]",238
10148,"[nsubj, attenuated, dobj, effects, prep_of]",238
19329,"[appos, eg, dep]",239
7960,"[appos, eg, dep]",239
23322,"[appos, eg, dep]",239
9149,"[dobj, using, prep_as, probe, nn]",240
6189,"[dobj, using, prep_as, probe, nn]",240
21429,"[prep_of, elimination, prep_in, investigated, dobj, roles, prep_of]",241
21538,"[prep_of, elimination, prep_in, investigated, dobj, roles, prep_of]",241
15979,"[nsubj, potent, prep_than]",242
29262,"[nsubj, potent, prep_than]",242
609,"[nsubj, potent, prep_than]",242
62,"[nsubj, potent, prep_than]",242
24137,"[nsubj, potent, prep_than]",242
11723,"[nsubj, potent, prep_than]",242
25533,"[dep, drugs, nn]",243
17317,"[appos, theophylline, appos]",244
27509,"[appos, theophylline, appos]",244
13817,"[appos, theophylline, appos]",244
24501,"[appos, theophylline, appos]",244
17959,"[appos, theophylline, appos]",244
7875,"[appos, theophylline, appos]",244
11396,"[agent, induced, partmod, expression, prep_of]",245
26891,"[agent, induced, partmod, expression, prep_of]",245
23441,"[amod, group, prep_in, higher, nsubj]",246
26233,"[amod, group, prep_in, higher, nsubj]",246
22058,"[amod, group, prep_in, higher, nsubj]",246
16051,"[amod, group, prep_in, higher, nsubj]",246
3138,"[prep_through, expression, prep_of]",247
19836,"[prep_through, expression, prep_of]",247
15698,"[amod, gene, prep_to, fused, partmod, gene, amod]",248
10836,"[amod, gene, prep_to, fused, partmod, gene, amod]",248
25066,"[nsubj, induces, dobj, activation, prep_of]",249
26780,"[nsubj, induces, dobj, activation, prep_of]",249
16103,"[nsubj, induces, dobj, activation, prep_of]",249
14633,"[nsubj, induces, dobj, activation, prep_of]",249
11013,"[nsubj, induces, dobj, activation, prep_of]",249
7457,"[nsubj, induces, dobj, activation, prep_of]",249
22569,"[nsubj, induces, dobj, activation, prep_of]",249
26875,"[nsubj, induces, dobj, activation, prep_of]",249
6721,"[nsubj, induces, dobj, activation, prep_of]",249
9761,"[prep_of, absence, prep_in, increased, nsubj, overexpression, prep_of]",250
12313,"[prep_of, absence, prep_in, increased, nsubj, overexpression, prep_of]",250
28055,"[appos, inhibitor, amod, specific, amod]",251
26767,"[appos, presence, dep, receptor, rcmod, responds, prep_by, kinase, appos]",252
28823,"[appos, presence, dep, receptor, rcmod, responds, prep_by, kinase, appos]",252
7101,"[nsubjpass, associated, prep_with]",253
27860,"[nsubjpass, associated, prep_with]",253
1099,"[nsubjpass, associated, prep_with]",253
6353,"[nsubjpass, associated, prep_with]",253
24160,"[nsubjpass, associated, prep_with]",253
1550,"[prep, but, dep]",254
28510,"[prep_of, production, dobj, enhanced, nsubj]",255
4066,"[prep_of, production, dobj, enhanced, nsubj]",255
22996,"[nsubj, upregulate, dobj, expression, prep_of]",256
22104,"[nsubj, upregulate, dobj, expression, prep_of]",256
20605,"[nsubj, upregulate, dobj, expression, prep_of]",256
19066,"[nsubj, caused, prep_by]",257
23755,"[nsubj, caused, prep_by]",257
21314,"[prep_as, effective, nsubj]",258
7497,"[prep_as, effective, nsubj]",258
10452,"[prep_as, effective, nsubj]",258
14254,"[amod, formation, amod]",259
2464,"[amod, formation, amod]",259
25585,"[amod, formation, amod]",259
6516,"[nn, c, nn]",260
14581,"[amod, activator, dobj, inhibits, nsubj]",261
10773,"[amod, activator, dobj, inhibits, nsubj]",261
4730,"[amod, administration, nsubj, decreased, dobj, levels, nn]",262
26817,"[amod, administration, nsubj, decreased, dobj, levels, nn]",262
11340,"[amod, type, dep]",263
15395,"[prep_on, generation, amod]",265
5015,"[prep_on, generation, amod]",265
5470,"[prep_on, generation, amod]",265
338,"[appos, inhibitor, prep_for]",266
8732,"[appos, inhibitor, prep_for]",266
6519,"[appos, inhibitor, prep_for]",266
22308,"[appos, inhibitor, prep_for]",266
19769,"[appos, inhibitor, prep_for]",266
15931,"[appos, inhibitor, prep_for]",266
21893,"[nsubj, promotes, dobj, accumulation, nn]",267
5567,"[nsubj, promotes, dobj, accumulation, nn]",267
872,"[prep_with, treated, partmod, patients, prep_in, performed, nsubjpass, genotyping, nn]",268
18043,"[prep_with, treated, partmod, patients, prep_in, performed, nsubjpass, genotyping, nn]",268
5430,"[nn, treatment, nsubj, increased, dobj, phosphorylation, prep_of]",269
1536,"[nn, treatment, nsubj, increased, dobj, phosphorylation, prep_of]",269
23124,"[agent, upregulated, xsubj]",270
14962,"[agent, upregulated, xsubj]",270
18063,"[prep_of, discontinuation, appos]",271
710,"[prep_of, discontinuation, appos]",271
21392,"[prep_of, effects, prep_on, production, amod]",272
6348,"[prep_of, effects, prep_on, production, amod]",272
12572,"[prep_of, efflux, dobj, mediates, nsubj]",273
8465,"[prep_of, efflux, dobj, mediates, nsubj]",273
17679,"[nn, promoter, prep_of, stimulation, nsubj, kinases, amod, dependent, prep_on, stimulation, prep_of, activity, prep_of, receptor, prep_by, protein, nn]",274
17676,"[nn, promoter, prep_of, stimulation, nsubj, kinases, amod, dependent, prep_on, stimulation, prep_of, activity, prep_of, receptor, prep_by, protein, nn]",274
28528,"[xsubj, alter, dobj, expression, amod]",275
20286,"[xsubj, alter, dobj, expression, amod]",275
11259,"[prep_by, inhibited, dobj, induction, amod]",276
3440,"[prep_by, unaffected, parataxis, inhibited, dobj, production, amod]",277
8491,"[prep_by, unaffected, parataxis, inhibited, dobj, production, amod]",277
2489,"[prep_of, efflux, amod]",278
5893,"[nsubj, decreased, dobj, expression, nn]",279
18087,"[nsubj, decreased, dobj, expression, nn]",279
5895,"[nsubj, decreased, dobj, expression, nn]",279
5899,"[nsubj, decreased, dobj, expression, nn]",279
16829,"[nsubj, decreased, dobj, expression, nn]",279
4958,"[nsubj, decreased, dobj, expression, nn]",279
26917,"[nsubj, decreased, dobj, expression, nn]",279
9771,"[nsubj, decreased, dobj, expression, nn]",279
29205,"[nsubj, decreased, dobj, expression, nn]",279
3507,"[nsubj, decreased, dobj, expression, nn]",279
28049,"[nsubj, decreased, dobj, expression, nn]",279
19443,"[nsubj, decreased, dobj, expression, nn]",279
171,"[nsubj, decreased, dobj, expression, nn]",279
7840,"[nsubj, decreased, dobj, expression, nn]",279
5786,"[nsubj, decreased, dobj, expression, nn]",279
29074,"[nsubj, decreased, dobj, expression, nn]",279
3849,"[nsubj, decreased, dobj, expression, nn]",279
8401,"[nsubj, decreased, dobj, expression, nn]",279
14252,"[amod, induced, nsubj]",280
9954,"[amod, induced, nsubj]",280
24974,"[amod, induced, nsubj]",280
19313,"[amod, induced, nsubj]",280
24897,"[amod, induced, nsubj]",280
25248,"[amod, induced, nsubj]",280
26409,"[amod, induced, nsubj]",280
22614,"[amod, induced, nsubj]",280
24079,"[prep_on, concentration, prep_of]",281
228,"[prep_on, concentration, prep_of]",281
2692,"[nsubj, inhibited, prep_from, cells, amod]",282
19453,"[nsubj, inhibited, prep_from, cells, amod]",282
5949,"[prep_for, showed, nsubj]",283
28741,"[nsubj, showed, prep_on]",284
9992,"[nsubj, showed, prep_on]",284
2181,"[nsubj, showed, prep_on]",284
25376,"[nsubj, showed, prep_on]",284
21483,"[nsubj, showed, prep_on]",284
3684,"[nsubj, showed, prep_on]",284
2761,"[nsubj, showed, prep_on]",284
16409,"[nsubj, showed, prep_on]",284
14420,"[nsubj, showed, prep_on]",284
15549,"[nsubj, showed, prep_on]",284
6792,"[nsubj, showed, prep_on]",284
14147,"[nsubj, showed, prep_on]",284
17209,"[nsubj, showed, prep_on]",284
28213,"[prep_by, evaluated, dobj, effects, prep_of, inhibition, prep_of]",285
12058,"[prep_for, represent, nsubj]",286
24471,"[prep_for, represent, nsubj]",286
22176,"[amod, decarboxylase, appos]",287
12614,"[amod, decarboxylase, appos]",287
20526,"[amod, decarboxylase, appos]",287
9426,"[amod, decarboxylase, appos]",287
